iter	Passed	Remaining
111	11522	5132429
112	11601	5121639
113	11681	5111690
114	11767	5104326
115	11862	5101142
116	11943	5092182
117	12035	5087625
118	12130	5084571
119	12224	5081243
120	12316	5077275
121	12419	5077552
122	12518	5076383
123	12603	5069448
124	12713	5072757
125	12805	5068777
126	12896	5064519
127	13014	5070907
128	13105	5066640
129	13200	5063876
130	13302	5064106
131	13401	5062781
132	13507	5064371
133	13605	5063020
134	13702	5061275
135	13811	5064037
136	13910	5062882
137	14013	5063299
138	14108	5060825
139	14222	5065097
140	14318	5063048
141	14416	5061910
142	14524	5064022
143	14631	5065838
144	14743	5069067
145	14865	5076078
146	14961	5073859
147	15074	5077668
148	15182	5079766
149	15295	5083213
150	15410	5087301
151	15512	5087188
152	15613	5086776
153	15707	5083999
154	15802	5081870
155	15908	5083074
156	15995	5078016
157	16098	5078373
158	16190	5075133
159	16280	5071323
160	16394	5075135
161	16488	5072537
162	16593	5073466
163	16711	5078407
164	16815	5078728
165	16931	5082778
166	17047	5086968
167	17136	5083034
168	17240	5083538
169	17340	5082814
170	17444	5083215
171	17557	5086483
172	17672	5090028
173	17767	5087932
174	17887	5092759
175	18001	5095967
176	18124	5101666
177	18233	5103540
178	18327	5101166
179	18435	5102631
180	18534	5101437
181	18653	5106044
182	18773	5110556
183	18898	5116473
184	18996	5115071
185	19120	5120797
186	19289	5138220
187	19425	5146900
188	19565	5156413
189	19686	5160981
190	19800	5163606
191	19912	5165576
192	20022	5167272
193	20120	5165466
194	20236	5168512
195	20336	5167523
196	20456	5171470
197	20576	5175537
198	20678	5174953
199	20789	5176565
200	20902	5178813
201	20999	5176851
202	21094	5174516
203	21195	5173698
204	21303	5174694
205	21413	5176069
206	21523	5177433
207	21640	5180455
208	21751	5181923
209	21857	5182341
210	21965	5183130
211	22082	5185969
212	22187	5186194
213	22289	5185559
214	22389	5184410
215	22491	5183834
216	22605	5185938
217	22712	5186612
218	22818	5186778
219	22926	5187709
220	23047	5191342
221	23169	5195228
222	23270	5194418
223	23371	5193552
224	23489	5196305
225	23598	5197365
226	23701	5196902
227	23799	5195401
228	23926	5200142
229	24042	5202682
230	24151	5203453
231	24251	5202260
232	24366	5204513
233	24491	5208745
234	24607	5211063
235	24705	5209437
236	24830	5213768
237	24924	5211363
238	25041	5213717
239	25160	5216542
240	25255	5214539
241	25353	5212989
242	25470	5215432
243	25584	5217065
244	25705	5220415
245	25816	5221425
246	25937	5224535
247	26042	5224421
248	26141	5223145
249	26256	5225133
250	26378	5228339
251	26487	5229017
252	26601	5230525
253	26709	5231027
254	26821	5232392
255	26934	5233780
256	27044	5234517
257	27150	5234541
258	27259	5235237
259	27368	5235710
260	27461	5233342
261	27580	5235960
262	27698	5238094
263	27812	5239673
264	27929	5241766
265	28028	5240415
266	28143	5242196
267	28256	5243390
268	28357	5242551
269	28461	5242104
270	28569	5242555
271	28667	5241075
272	28793	5244708
273	28892	5243398
274	29000	5243754
275	29117	5245730
276	29218	5244894
277	29330	5245908
278	29436	5245868
279	29560	5249104
280	29689	5253070
281	29793	5252763
282	29915	5255469
283	30012	5253855
284	30118	5253773
285	30214	5252047
286	30308	5250003
287	30412	5249555
288	30513	5248681
289	30621	5249018
290	30746	5252212
291	30866	5254439
292	30978	5255492
293	31086	5255753
294	31200	5256949
295	31318	5258947
296	31435	5260738
297	31531	5259043
298	31649	5260912
299	31771	5263418
300	31870	5262173
301	31982	5263076
302	32094	5264052
303	32184	5261272
304	32298	5262521
305	32412	5263823
306	32498	5260438
307	32606	5260722
308	32725	5262708
309	32837	5263516
310	32949	5264440
311	33047	5263067
312	33163	5264450
313	33308	5270621
314	33410	5269771
315	33525	5271086
316	33639	5272236
317	33751	5273051
318	33857	5272952
319	33962	5272661
320	34073	5273335
321	34188	5274646
322	34308	5276651
323	34422	5277754
324	34518	5275956
325	34634	5277332
326	34746	5278223
327	34852	5278021
328	34969	5279516
329	35087	5281201
330	35203	5282559
331	35298	5280721
332	35407	5280973
333	35503	5279325
334	35627	5281884
335	35746	5283666
336	35862	5285014
337	35981	5286751
338	36101	5288662
339	36190	5285922
340	36308	5287553
341	36412	5287035
342	36532	5288875
343	36649	5290268
344	36771	5292374
345	36875	5291912
346	36985	5292340
347	37103	5293836
348	37221	5295338
349	37303	5291721
350	37403	5290795
351	37513	5291138
352	37621	5291136
353	37714	5289211
354	37839	5291646
355	37949	5292089
356	38051	5291264
357	38152	5290472
358	38262	5290808
359	38361	5289604
360	38484	5291779
361	38582	5290558
362	38690	5290541
363	38781	5288286
364	38905	5290579
365	39009	5290126
366	39118	5290396
367	39231	5291076
368	39309	5287174
369	39426	5288432
370	39545	5290033
371	39641	5288465
372	39751	5288865
373	39858	5288804
374	39970	5289404
375	40060	5287163
376	40171	5287650
377	40278	5287584
378	40369	5285399
379	40469	5284406
380	40573	5283972
381	40682	5284233
382	40795	5284951
383	40903	5285052
384	41023	5286741
385	41133	5287102
386	41253	5288615
387	41355	5287983
388	41474	5289488
389	41594	5290970
390	41692	5289805
391	41809	5291001
392	41910	5290219
393	42026	5291331
394	42120	5289542
395	42210	5287379
396	42314	5286929
397	42412	5285809
398	42517	5285440
399	42628	5285924
400	42718	5283727
401	42814	5282342
402	42912	5281252
403	43022	5281490
404	43113	5279574
405	43200	5277025
406	43292	5275246
407	43407	5276087
408	43522	5277126
409	43626	5276721
410	43720	5275053
411	43797	5271415
412	43910	5272103
413	44021	5272552
414	44129	5272735
415	44225	5271364
416	44325	5270425
417	44418	5268783
418	44532	5269633
419	44642	5269903
420	44762	5271504
421	44872	5271742
422	44991	5273165
423	45080	5271053
424	45175	5269636
425	45283	5269653
426	45385	5269078
427	45500	5269992
428	45613	5270699
429	45726	5271288
430	45824	5270220
431	45936	5270832
432	46035	5269884
433	46156	5271367
434	46277	5272935
435	46376	5272033
436	46487	5272482
437	46588	5271737
438	46704	5272709
439	46819	5273570
440	46911	5271902
441	47020	5272081
442	47125	5271822
443	47240	5272668
444	47362	5274218
445	47460	5273241
446	47569	5273407
447	47675	5273284
448	47789	5273984
449	47889	5273157
450	48002	5273759
451	48116	5274552
452	48216	5273742
453	48316	5272869
454	48425	5273051
455	48541	5273997
456	48637	5272761
457	48732	5271406
458	48845	5271971
459	48962	5273011
460	49063	5272334
461	49169	5272170
462	49287	5273308
463	49406	5274546
464	49530	5276317
465	49645	5277073
466	49741	5275878
467	49838	5274752
468	49947	5274953
469	50058	5275303
470	50161	5274825
471	50272	5275219
472	50371	5274301
473	50491	5275638
474	50597	5275428
475	50707	5275708
476	50824	5276742
477	50928	5276372
478	51027	5275449
479	51136	5275584
480	51251	5276372
481	51368	5277291
482	51483	5278042
483	51592	5278160
484	51713	5279620
485	51809	5278413
486	51929	5279640
487	52046	5280621
488	52153	5280547
489	52241	5278519
490	52352	5278875
491	52452	5278119
492	52558	5277885
493	52662	5277543
494	52758	5276411
495	52870	5276788
496	52981	5277138
497	53095	5277779
498	53212	5278652
499	53328	5279564
500	53443	5280271
501	53549	5280086
502	53670	5281382
503	53783	5281832
504	53895	5282268
505	54014	5283340
506	54130	5284173
507	54221	5282513
508	54329	5282583
509	54440	5282851
510	54542	5282334
511	54653	5282567
512	54739	5280506
513	54850	5280786
514	54970	5282009
515	55062	5280435
516	55163	5279782
517	55283	5280954
518	55377	5279660
519	55472	5278387
520	55584	5278854
521	55685	5278177
522	55790	5277921
523	55900	5278131
524	56016	5278866
525	56131	5279530
526	56239	5279588
527	56335	5278498
528	56450	5279113
529	56567	5279998
530	56682	5280692
531	56783	5280047
532	56902	5281011
533	57000	5280118
534	57090	5278471
535	57200	5278644
536	57314	5279216
537	57423	5279373
538	57538	5280003
539	57639	5279353
540	57755	5280068
541	57873	5280983
542	57991	5281911
543	58113	5283199
544	58231	5284101
545	58358	5285851
546	58475	5286647
547	58581	5286490
548	58699	5287331
549	58785	5285320
550	58896	5285612
551	58998	5285024
552	59117	5286071
553	59206	5284372
554	59310	5283994
555	59413	5283562
556	59525	5283857
557	59630	5283634
558	59736	5283402
559	59838	5282888
560	59957	5283825
561	60059	5283271
562	60165	5283138
563	60279	5283677
564	60395	5284336
565	60508	5284739
566	60603	5283595
567	60715	5283954
568	60817	5283410
569	60933	5284113
570	61037	5283765
571	61154	5284505
572	61262	5284486
573	61355	5283171
574	61471	5283838
575	61562	5282426
576	61665	5281996
577	61784	5282873
578	61904	5283943
579	62020	5284532
580	62123	5284167
581	62230	5284050
582	62349	5284988
583	62450	5284308
584	62547	5283410
585	62653	5283201
586	62771	5284059
587	62892	5285101
588	62992	5284382
589	63102	5284595
590	63219	5285321
591	63325	5285111
592	63436	5285346
593	63545	5285361
594	63657	5285683
595	63772	5286289
596	63876	5285929
597	63980	5285580
598	64081	5284959
599	64182	5284386
600	64298	5285030
601	64411	5285373
602	64525	5285835
603	64644	5286730
604	64765	5287781
605	64882	5288418
606	64994	5288731
607	65105	5288940
608	65201	5287994
609	65307	5287779
610	65421	5288254
611	65539	5289010
612	65654	5289505
613	65771	5290216
614	65885	5290658
615	66001	5291237
616	66090	5289665
617	66193	5289241
618	66312	5290121
619	66411	5289348
620	66531	5290247
621	66640	5290282
622	66757	5290993
623	66875	5291733
624	66960	5289878
625	67070	5289989
626	67184	5290405
627	67304	5291336
628	67421	5291992
629	67520	5291250
630	67642	5292274
631	67759	5292949
632	67882	5294098
633	67996	5294517
634	68113	5295163
635	68234	5296132
636	68349	5296584
637	68451	5296076
638	68555	5295732
639	68654	5295007
640	68776	5296031
641	68897	5296961
642	69017	5297840
643	69125	5297787
644	69220	5296730
645	69345	5297927
646	69447	5297436
647	69560	5297743
648	69678	5298431
649	69782	5298094
650	69896	5298516
651	70021	5299761
652	70136	5300161
653	70248	5300428
654	70373	5301664
655	70505	5303391
656	70627	5304336
657	70752	5305591
658	70880	5306988
659	70999	5307774
660	71127	5309156
661	71251	5310291
662	71366	5310740
663	71489	5311720
664	71590	5311181
665	71711	5312067
666	71823	5312219
667	71940	5312819
668	72060	5313660
669	72171	5313741
670	72268	5312886
671	72361	5311711
672	72469	5311588
673	72575	5311377
674	72828	5321888
675	72992	5325843
676	73127	5327732
677	73275	5330543
678	73381	5330244
679	73485	5329844
680	73606	5330710
681	73728	5331554
682	73864	5333499
683	74032	5337682
684	74183	5340662
685	74309	5341836
686	74416	5341645
687	74544	5342946
688	74652	5342765
689	74759	5342577
690	74868	5342559
691	74987	5343188
692	75110	5344085
693	75214	5343663
694	75327	5343920
695	75439	5344070
696	75554	5344438
697	75651	5343516
698	75773	5344360
699	75866	5343138
700	75985	5343832
701	76102	5344324
702	76221	5344943
703	76329	5344775
704	76448	5345449
705	76566	5345992
706	76676	5345987
707	76794	5346552
708	76924	5347917
709	77029	5347612
710	77149	5348247
711	77269	5348949
712	77391	5349794
713	77518	5350936
714	77614	5349970
715	77739	5351007
716	77861	5351816
717	77981	5352475
718	78093	5352589
719	78215	5353424
720	78315	5352714
721	78438	5353591
722	78549	5353673
723	78677	5354850
724	78792	5355196
725	78910	5355725
726	79007	5354819
727	79152	5357165
728	79304	5359935
729	79435	5361325
730	79556	5362052
731	79675	5362671
732	79795	5363289
733	79900	5362926
734	80011	5362923
735	80121	5362905
736	80236	5363218
737	80359	5364067
738	80478	5364634
739	80598	5365254
740	80722	5366116
741	80831	5366012
742	80954	5366831
743	81058	5366436
744	81160	5365879
745	81266	5365569
746	81391	5366520
747	81514	5367324
748	81622	5367171
749	81735	5367326
750	81844	5367158
751	81963	5367709
752	82088	5368665
753	82208	5369264
754	82313	5368922
755	82437	5369766
756	82534	5368862
757	82656	5369610
758	82756	5368901
759	82874	5369375
760	82968	5368293
761	83058	5366972
762	83167	5366853
763	83279	5366968
764	83386	5366684
765	83479	5365597
766	83577	5364791
767	83682	5364424
768	83782	5363703
769	83904	5364420
770	84005	5363826
771	84117	5363877
772	84208	5362637
773	84333	5363555
774	84448	5363858
775	84563	5364120
776	84669	5363811
777	84781	5363900
778	84879	5363077
779	84987	5362951
780	85097	5362905
781	85220	5363680
782	85336	5363997
783	85459	5364738
784	85553	5363729
785	85652	5362997
786	85767	5363226
787	85891	5364062
788	86022	5365340
789	86121	5364626
790	86251	5365807
791	86364	5365909
792	86449	5364317
793	86597	5366658
794	86750	5369243
795	86856	5368940
796	86950	5367888
797	87062	5367987
798	87183	5368630
799	87307	5369415
800	87440	5370785
801	87559	5371244
802	87682	5371972
803	87800	5372442
804	87921	5373029
805	88045	5373846
806	88168	5374572
807	88303	5376005
808	88425	5376707
809	88501	5374558
810	88622	5375154
811	88747	5376025
812	88873	5376890
813	88990	5377261
814	89111	5377858
815	89227	5378140
816	89355	5379147
817	89469	5379319
818	89590	5379930
819	89714	5380679
820	89828	5380857
821	89945	5381194
822	90052	5380943
823	90172	5381447
824	90269	5380621
825	90374	5380258
826	90496	5380875
827	90618	5381491
828	90720	5380986
829	90847	5381915
830	90974	5382820
831	91106	5384051
832	91229	5384753
833	91342	5384820
834	91494	5387234
835	91613	5387691
836	91732	5388125
837	91856	5388869
838	91954	5388063
839	92068	5388193
840	92189	5388751
841	92298	5388628
842	92409	5388571
843	92532	5389274
844	92638	5388902
845	92754	5389189
846	92883	5390178
847	92995	5390244
848	93096	5389630
849	93207	5389580
850	93332	5390360
851	93451	5390791
852	93567	5391021
853	93675	5390815
854	93778	5390318
855	93884	5390024
856	93998	5390145
857	94109	5390142
858	94220	5390099
859	94334	5390218
860	94443	5390074
861	94552	5389913
862	94657	5389536
863	94773	5389815
864	94882	5389630
865	94988	5389316
866	95072	5387763
867	95188	5388011
868	95303	5388215
869	95406	5387735
870	95526	5388204
871	95637	5388142
872	95756	5388565
873	95871	5388789
874	95984	5388843
875	96098	5388987
876	96219	5389522
877	96330	5389468
878	96444	5389574
879	96534	5388384
880	96644	5388275
881	96759	5388473
882	96853	5387478
883	96952	5386789
884	97061	5386651
885	97186	5387357
886	97300	5387502
887	97423	5388146
888	97543	5388579
889	97663	5389064
890	97765	5388502
891	97875	5388423
892	97972	5387623
893	98093	5388104
894	98220	5388966
895	98343	5389571
896	98456	5389627
897	98581	5390355
898	98702	5390890
899	98822	5391296
900	98928	5391008
901	99052	5391637
902	99171	5392045
903	99294	5392662
904	99412	5392987
905	99531	5393379
906	99649	5393707
907	99772	5394315
908	99900	5395157
909	100007	5394885
910	100113	5394583
911	100224	5394528
912	100343	5394899
913	100466	5395493
914	100600	5396688
915	100712	5396673
916	100805	5395702
917	100928	5396248
918	101046	5396574
919	101175	5397516
920	101290	5397648
921	101394	5397215
922	101482	5395944
923	101605	5396528
924	101714	5396377
925	101836	5396896
926	101948	5396873
927	102072	5397522
928	102188	5397744
929	102296	5397540
930	102408	5397522
931	102523	5397648
932	102644	5398116
933	102741	5397329
934	102871	5398286
935	102985	5398363
936	103143	5400761
937	103294	5402803
938	103389	5401885
939	103558	5404863
940	103706	5406714
941	103813	5406461
942	103915	5405940
943	104021	5405607
944	104135	5405684
945	104244	5405488
946	104345	5404931
947	104466	5405350
948	104567	5404802
949	104668	5404177
950	104789	5404653
951	104898	5404501
952	105008	5404348
953	105115	5404087
954	105235	5404463
955	105347	5404449
956	105456	5404296
957	105580	5404908
958	105701	5405347
959	105826	5405959
960	105934	5405745
961	106045	5405674
962	106146	5405093
963	106250	5404672
964	106374	5405245
965	106472	5404531
966	106576	5404079
967	106667	5403019
968	106782	5403148
969	106891	5402960
970	106979	5401725
971	107089	5401619
972	107189	5400984
973	107301	5401004
974	107409	5400794
975	107530	5401208
976	107631	5400630
977	107745	5400691
978	107848	5400265
979	107969	5400666
980	108100	5401588
981	108213	5401627
982	108329	5401825
983	108443	5401903
984	108554	5401809
985	108678	5402405
986	108793	5402537
987	108918	5403172
988	109032	5403231
989	109163	5404159
990	109299	5405306
991	109419	5405691
992	109531	5405633
993	109645	5405699
994	109744	5405073
995	109835	5403977
996	109942	5403706
997	110052	5403612
998	110166	5403689
999	110272	5403342
1000	110379	5403073
1001	110490	5403020
1002	110598	5402800
1003	110702	5402352
1004	110827	5402978
1005	110951	5403516
1006	111072	5403941
1007	111194	5404387
1008	111321	5405107
1009	111442	5405502
1010	111545	5405031
1011	111653	5404829
1012	111757	5404430
1013	111879	5404856
1014	111984	5404471
1015	112102	5404729
1016	112208	5404438
1017	112337	5405244
1018	112465	5405970
1019	112609	5407443
1020	112785	5410523
1021	112908	5411008
1022	113024	5411148
1023	113149	5411726
1024	113257	5411483
1025	113375	5411747
1026	113496	5412140
1027	113598	5411599
1028	113691	5410688
1029	113811	5411024
1030	113917	5410684
1031	114028	5410627
1032	114152	5411117
1033	114256	5410733
1034	114439	5414061
1035	114585	5415605
1036	114713	5416299
1037	114840	5416971
1038	115004	5419364
1039	115121	5419587
1040	115225	5419155
1041	115333	5418886
1042	115450	5419090
1043	115560	5418944
1044	115669	5418757
1045	115790	5419140
1046	115908	5419369
1047	116036	5420072
1048	116147	5419959
1049	116253	5419612
1050	116378	5420192
1051	116502	5420669
1052	116613	5420601
1053	116729	5420708
1054	116868	5421902
1055	116974	5421585
1056	117080	5421256
1057	117186	5420922
1058	117311	5421487
1059	117408	5420737
1060	117514	5420405
1061	117609	5419580
1062	117730	5419918
1063	117855	5420474
1064	117973	5420665
1065	118096	5421120
1066	118215	5421409
1067	118332	5421585
1068	118451	5421831
1069	118567	5421960
1070	118667	5421361
1071	118771	5420952
1072	118890	5421208
1073	118998	5420949
1074	119115	5421127
1075	119233	5421341
1076	119343	5421218
1077	119460	5421401
1078	119572	5421332
1079	119765	5424921
1080	119888	5425379
1081	119986	5424680
1082	120102	5424805
1083	120224	5425176
1084	120343	5425448
1085	120436	5424530
1086	120552	5424642
1087	120696	5426012
1088	120820	5426476
1089	120952	5427325
1090	121071	5427588
1091	121235	5429845
1092	121347	5429784
1093	121460	5429751
1094	121598	5430837
1095	121705	5430546
1096	121832	5431163
1097	121953	5431504
1098	122068	5431544
1099	122170	5431033
1100	122291	5431367
1101	122425	5432265
1102	122537	5432180
1103	122658	5432533
1104	122780	5432909
1105	122887	5432586
1106	123000	5432589
1107	123123	5432999
1108	123253	5433733
1109	123362	5433526
1110	123464	5433008
1111	123588	5433453
1112	123701	5433402
1113	123805	5432977
1114	123925	5433256
1115	124053	5433918
1116	124177	5434339
1117	124293	5434428
1118	124411	5434626
1119	124528	5434785
1120	124664	5435746
1121	124783	5435961
1122	124896	5435923
1123	125012	5436054
1124	125109	5435317
1125	125234	5435790
1126	125344	5435637
1127	125449	5435251
1128	125567	5435436
1129	125672	5435078
1130	125798	5435602
1131	125915	5435710
1132	126021	5435398
1133	126133	5435289
1134	126242	5435115
1135	126368	5435608
1136	126473	5435228
1137	126587	5435257
1138	126709	5435609
1139	126813	5435169
1140	126920	5434905
1141	127045	5435382
1142	127142	5434654
1143	127247	5434284
1144	127343	5433491
1145	127451	5433274
1146	127591	5434362
1147	127702	5434254
1148	127831	5434912
1149	127966	5435779
1150	128084	5435969
1151	128222	5436980
1152	128364	5438195
1153	128475	5438035
1154	128603	5438657
1155	128778	5441213
1156	128904	5441744
1157	129025	5442023
1158	129145	5442294
1159	129267	5442603
1160	129366	5441957
1161	129482	5442045
1162	129594	5441982
1163	129709	5442020
1164	129835	5442506
1165	129938	5442017
1166	130052	5442016
1167	130176	5442437
1168	130283	5442145
1169	130400	5442253
1170	130513	5442215
1171	130623	5442061
1172	130740	5442190
1173	130852	5442097
1174	130960	5441821
1175	131078	5441973
1176	131210	5442708
1177	131318	5442456
1178	131458	5443531
1179	131563	5443152
1180	131687	5443559
1181	131809	5443881
1182	131939	5444533
1183	132041	5444039
1184	132145	5443600
1185	132269	5444003
1186	132373	5443579
1187	132530	5445355
1188	132633	5444897
1189	132745	5444811
1190	132884	5445823
1191	132993	5445577
1192	133113	5445841
1193	133233	5446068
1194	133339	5445699
1195	133457	5445874
1196	133578	5446154
1197	133700	5446455
1198	133821	5446723
1199	133935	5446715
1200	134062	5447215
1201	134173	5447096
1202	134273	5446486
1203	134371	5445825
1204	134486	5445883
1205	134596	5445693
1206	134738	5446823
1207	134874	5447674
1208	134994	5447896
1209	135113	5448082
1210	135230	5448182
1211	135363	5448921
1212	135467	5448527
1213	135589	5448822
1214	135702	5448779
1215	135830	5449307
1216	135950	5449534
1217	136064	5449512
1218	136182	5449655
1219	136309	5450140
1220	136428	5450328
1221	136555	5450826
1222	136663	5450558
1223	136746	5449307
1224	136848	5448787
1225	136958	5448609
1226	137089	5449267
1227	137204	5449292
1228	137328	5449671
1229	137452	5450040
1230	137565	5449970
1231	137686	5450222
1232	137817	5450904
1233	137990	5453180
1234	138104	5453185
1235	138233	5453734
1236	138363	5454325
1237	138497	5455094
1238	138603	5454739
1239	138738	5455566
1240	138839	5455003
1241	138963	5455366
1242	139074	5455221
1243	139229	5456793
1244	139353	5457190
1245	139468	5457190
1246	139588	5457390
1247	139712	5457761
1248	139837	5458151
1249	139943	5457790
1250	140063	5457981
1251	140172	5457761
1252	140321	5459088
1253	140470	5460442
1254	140593	5460758
1255	140714	5460966
1256	140824	5460795
1257	140933	5460557
1258	141049	5460593
1259	141157	5460347
1260	141255	5459670
1261	141375	5459882
1262	141522	5461126
1263	141663	5462107
1264	141779	5462170
1265	141897	5462252
1266	142021	5462601
1267	142148	5463073
1268	142266	5463201
1269	142385	5463351
1270	142512	5463793
1271	142631	5463935
1272	142760	5464493
1273	142900	5465455
1274	143029	5465976
1275	143153	5466321
1276	143278	5466672
1277	143373	5465928
1278	143472	5465298
1279	143597	5465683
1280	143722	5466061
1281	143845	5466340
1282	143973	5466826
1283	144095	5467102
1284	144210	5467091
1285	144327	5467154
1286	144458	5467757
1287	144572	5467704
1288	144707	5468448
1289	144808	5467929
1290	144926	5468020
1291	145042	5468049
1292	145143	5467511
1293	145239	5466795
1294	145372	5467448
1295	145486	5467427
1296	145617	5468027
1297	145726	5467757
1298	145846	5467954
1299	145971	5468320
1300	146093	5468559
1301	146210	5468621
1302	146327	5468697
1303	146441	5468657
1304	146578	5469441
1305	146677	5468830
1306	146805	5469301
1307	146904	5468713
1308	147026	5468946
1309	147127	5468424
1310	147245	5468532
1311	147365	5468713
1312	147480	5468676
1313	147606	5469081
1314	147734	5469549
1315	147892	5471107
1316	147999	5470804
1317	148121	5471041
1318	148244	5471339
1319	148347	5470859
1320	148492	5471963
1321	148604	5471850
1322	148708	5471405
1323	148844	5472178
1324	148949	5471768
1325	149088	5472658
1326	149202	5472580
1327	149314	5472476
1328	149433	5472583
1329	149560	5473024
1330	149673	5472905
1331	149787	5472860
1332	149901	5472814
1333	150007	5472477
1334	150112	5472067
1335	150226	5472015
1336	150362	5472763
1337	150491	5473248
1338	150622	5473819
1339	150740	5473890
1340	150866	5474267
1341	150976	5474095
1342	151113	5474864
1343	151239	5475216
1344	151375	5475979
1345	151499	5476278
1346	151612	5476154
1347	151756	5477199
1348	151886	5477710
1349	152000	5477664
1350	152115	5477625
1351	152252	5478388
1352	152369	5478435
1353	152492	5478696
1354	152606	5478612
1355	152711	5478250
1356	152816	5477867
1357	152955	5478672
1358	153078	5478944
1359	153173	5478188
1360	153297	5478494
1361	153418	5478672
1362	153539	5478869
1363	153637	5478229
1364	153753	5478241
1365	153873	5478375
1366	153994	5478593
1367	154102	5478287
1368	154220	5478383
1369	154341	5478557
1370	154467	5478903
1371	154590	5479158
1372	154688	5478549
1373	154812	5478818
1374	154932	5478989
1375	155063	5479507
1376	155182	5479608
1377	155290	5479329
1378	155402	5479205
1379	155515	5479101
1380	155620	5478707
1381	155728	5478459
1382	155830	5477943
1383	155935	5477581
1384	156048	5477474
1385	156149	5476956
1386	156277	5477368
1387	156398	5477548
1388	156511	5477462
1389	156613	5476980
1390	156714	5476438
1391	156818	5476040
1392	156918	5475477
1393	156993	5474060
1394	157095	5473584
1395	157215	5473700
1396	157316	5473191
1397	157430	5473123
1398	157553	5473381
1399	157668	5473344
1400	157780	5473204
1401	157900	5473362
1402	158008	5473089
1403	158124	5473105
1404	158237	5472985
1405	158357	5473123
1406	158465	5472856
1407	158577	5472719
1408	158684	5472419
1409	158767	5471296
1410	158877	5471099
1411	158979	5470605
1412	159102	5470843
1413	159227	5471173
1414	159353	5471513
1415	159471	5471581
1416	159593	5471802
1417	159735	5472682
1418	159871	5473372
1419	159985	5473296
1420	160099	5473245
1421	160219	5473387
1422	160333	5473293
1423	160447	5473249
1424	160546	5472666
1425	160660	5472596
1426	160777	5472621
1427	160899	5472847
1428	161008	5472612
1429	161128	5472734
1430	161251	5472987
1431	161376	5473263
1432	161478	5472806
1433	161602	5473060
1434	161713	5472897
1435	161832	5473016
1436	161941	5472752
1437	162044	5472322
1438	162152	5472051
1439	162268	5472057
1440	162420	5473272
1441	162548	5473676
1442	162671	5473886
1443	162784	5473781
1444	162910	5474114
1445	163022	5474009
1446	163137	5473954
1447	163263	5474282
1448	163374	5474120
1449	163481	5473805
1450	163622	5474648
1451	163729	5474353
1452	163836	5474047
1453	163946	5473813
1454	164052	5473502
1455	164156	5473082
1456	164269	5472994
1457	164374	5472612
1458	164520	5473609
1459	164642	5473807
1460	164746	5473390
1461	164847	5472900
1462	164939	5472088
1463	165054	5472055
1464	165174	5472192
1465	165293	5472290
1466	165400	5471965
1467	165527	5472339
1468	165625	5471736
1469	165760	5472351
1470	165882	5472536
1471	166009	5472899
1472	166133	5473165
1473	166295	5474657
1474	166415	5474800
1475	166555	5475554
1476	166704	5476646
1477	166860	5477950
1478	166982	5478131
1479	167093	5477967
1480	167221	5478343
1481	167319	5477744
1482	167450	5478218
1483	167557	5477926
1484	167666	5477669
1485	167779	5477552
1486	167895	5477548
1487	168012	5477575
1488	168129	5477595
1489	168250	5477755
1490	168377	5478070
1491	168488	5477914
1492	168605	5477933
1493	168719	5477844
1494	168817	5477245
1495	168922	5476890
1496	169033	5476706
1497	169137	5476314
