iter	Logloss
0	0.6873358788
1	0.6791441219
2	0.6714002957
3	0.6649354243
4	0.6582107255
5	0.6513811345
6	0.6450126011
7	0.6392697151
8	0.6331022113
9	0.6282356391
10	0.6233960639
11	0.6182044454
12	0.6134064737
13	0.6094160839
14	0.6051932874
15	0.6014780485
16	0.5984994953
17	0.5946045876
18	0.5909609676
19	0.5876449898
20	0.5844442507
21	0.5812115332
22	0.5781123793
23	0.5754479023
24	0.5728886791
25	0.5704680425
26	0.5681719499
27	0.5659786007
28	0.5635320144
29	0.561363163
30	0.5590339837
31	0.5570894825
32	0.5550322175
33	0.5533380711
34	0.5517899799
35	0.5500241282
36	0.5485961587
37	0.5470877706
38	0.5456646616
39	0.5442589772
40	0.5428312595
41	0.5415739112
42	0.540346469
43	0.5392323516
44	0.538243399
45	0.53690676
46	0.535799642
47	0.5347129237
48	0.533611791
49	0.5324912604
50	0.5313800511
51	0.5304187548
52	0.5295376071
53	0.5287543714
54	0.5278340731
55	0.5270268169
56	0.5262976661
57	0.5252691448
58	0.5243859363
59	0.5234511429
60	0.5226584499
61	0.5218555075
62	0.5212947432
63	0.5206283314
64	0.5197834515
65	0.5190281663
66	0.5183658211
67	0.5176346773
68	0.5170245028
69	0.5162869757
70	0.5157336294
71	0.5149544747
72	0.5144266613
73	0.5138317776
74	0.5132869173
75	0.5127368423
76	0.512026361
77	0.5114966347
78	0.5109222905
79	0.5102875271
80	0.5099445194
81	0.5094974748
82	0.5090628725
83	0.5086760637
84	0.5079017634
85	0.5072799225
86	0.506739407
87	0.5061911992
88	0.5057535223
89	0.5052482374
90	0.5046334899
91	0.5040176293
92	0.5033881886
93	0.502886516
94	0.5024341392
95	0.5017941644
96	0.5012062237
97	0.500728529
98	0.5000157209
99	0.4993140936
100	0.4988504833
101	0.4984981647
102	0.4980917109
103	0.4975643835
104	0.4968017475
105	0.4964033571
106	0.4959031234
107	0.4954470302
108	0.4949556841
109	0.4947150777
110	0.4941753291
111	0.4935734206
112	0.4932011786
113	0.4928668728
114	0.4924809618
115	0.4919757647
116	0.491578924
117	0.4911015966
118	0.4908240372
119	0.4904982306
120	0.4901431047
121	0.4898155465
122	0.4893424451
123	0.4890081963
124	0.4885703196
125	0.4881157996
126	0.4878198421
127	0.4873015409
128	0.4868712158
129	0.4865533221
130	0.4861611955
131	0.4859013448
132	0.4853483868
133	0.4848946352
134	0.4845667454
135	0.484102556
136	0.4839022564
137	0.4836336377
138	0.4831990921
139	0.4828250944
140	0.4825058323
141	0.4822080273
142	0.4817813143
143	0.4813481995
144	0.4809628416
145	0.4807686162
146	0.4804833643
147	0.4802276888
148	0.4799464763
149	0.4796592744
150	0.4793743206
151	0.4791775519
152	0.4788216367
153	0.4785452291
154	0.4782200389
155	0.4778776699
156	0.4775200163
157	0.4772740464
158	0.4770770627
159	0.4768207305
160	0.4766444519
161	0.4763854576
162	0.4762227187
163	0.475900483
164	0.4755856327
165	0.4754257878
166	0.4750458076
167	0.474624091
168	0.4740735727
169	0.4738192318
170	0.4735570474
171	0.4732180434
172	0.4727706178
173	0.4724267849
174	0.4721933835
175	0.471990826
176	0.4717177164
177	0.4711292322
178	0.4708861668
179	0.4705814097
180	0.4703087713
181	0.4700643223
182	0.4697244012
183	0.4694689554
184	0.4693509264
185	0.4691679623
186	0.4690161744
187	0.4686411732
188	0.4684414464
189	0.468141427
190	0.4678300093
191	0.4675366295
192	0.467392058
193	0.4671796837
194	0.4667194626
195	0.4664534189
196	0.4662149567
197	0.4658650504
198	0.4656686825
199	0.4654746598
200	0.4652734807
201	0.4649648561
202	0.4646910903
203	0.464453103
204	0.4643190666
205	0.4640307634
206	0.4639483099
207	0.4635940559
208	0.4634786044
209	0.463243725
210	0.4629661184
211	0.4627451322
212	0.462522658
213	0.4622208785
214	0.4620702521
215	0.4618495951
216	0.4616479355
217	0.4613833366
218	0.4612538816
219	0.461039014
220	0.4607380111
221	0.4605100766
222	0.4603761551
223	0.4602674419
224	0.4600333683
225	0.4598367007
226	0.4595937834
227	0.4593310687
228	0.4591327421
229	0.4589178138
230	0.4587800158
231	0.4585362425
232	0.4583929164
233	0.4582245638
234	0.4581028886
235	0.4577982783
236	0.4575232576
237	0.457292317
238	0.4570331252
239	0.456835619
240	0.456381271
241	0.4561851516
242	0.4560345762
243	0.4558012793
244	0.4556525366
245	0.455435739
246	0.4551374302
247	0.4549204437
248	0.4547517527
249	0.4545498112
250	0.4543780367
251	0.4542135885
252	0.4540302966
253	0.4537560135
254	0.4535100871
255	0.4533265324
256	0.4530165603
257	0.4528668487
258	0.4525465705
259	0.4522624546
260	0.4521844359
261	0.4520115477
262	0.4517574957
263	0.4514980205
264	0.4513704813
265	0.4511261733
266	0.4509200413
267	0.4507607932
268	0.4505720465
269	0.4503313681
270	0.450198033
271	0.4500725049
272	0.4499019517
273	0.4497095097
274	0.4495060124
275	0.449361292
276	0.4492159068
277	0.4490288133
278	0.4487937062
279	0.4486630409
280	0.4484338487
281	0.448246624
282	0.4480398217
283	0.447870032
284	0.4476315705
285	0.4475147186
286	0.4473532616
287	0.4471696683
288	0.4470015218
289	0.4468105366
290	0.4466549651
291	0.4465464089
292	0.4464014334
293	0.4462366797
294	0.4460380077
295	0.445939282
296	0.4457273182
297	0.4455966063
298	0.4453921004
299	0.4452345805
300	0.4450771171
301	0.4448498232
302	0.4446958035
303	0.4445689649
304	0.4444426113
305	0.4443140965
306	0.4442066525
307	0.444119757
308	0.4439436138
309	0.4437842085
310	0.443656358
311	0.4435357788
312	0.4433799858
313	0.443232362
314	0.4430351873
315	0.4429199295
316	0.4427637172
317	0.4425951306
318	0.4424044858
319	0.442286241
320	0.4421790298
321	0.4420728153
322	0.44195307
323	0.4417831709
324	0.4415833401
325	0.4414702032
326	0.4413406497
327	0.4411802607
328	0.4410544683
329	0.4409194012
330	0.4408030997
331	0.4405979062
332	0.440413558
333	0.4402369865
334	0.4400971904
335	0.4399715905
336	0.4398435984
337	0.4396830569
338	0.4395917561
339	0.4395131568
340	0.4393303584
341	0.4391984825
342	0.439057944
343	0.4386736362
344	0.4385172115
345	0.4383747383
346	0.4382993342
347	0.4379697236
348	0.4377353934
349	0.4376229598
350	0.437491137
351	0.4373502371
352	0.4372072404
353	0.4370619062
354	0.436910542
355	0.4367742419
356	0.4367370878
357	0.4365720956
358	0.4364542998
359	0.4363221322
360	0.4361761128
361	0.4360487966
362	0.4359321855
363	0.4356431222
364	0.4355284755
365	0.4354138824
366	0.4353245665
367	0.4352103126
368	0.4350750971
369	0.4349877667
370	0.4348228892
371	0.4347386212
372	0.4346146811
373	0.4344996159
374	0.4343805236
375	0.434221864
376	0.4340555771
377	0.4339928333
378	0.4339132926
379	0.4338109484
380	0.4336337632
381	0.4335503337
382	0.4334909244
383	0.4333388162
384	0.4331976469
385	0.4331807349
386	0.433065841
387	0.4329448388
388	0.432839391
389	0.4327244869
390	0.4325592219
391	0.4324275142
392	0.432312019
393	0.4320902333
394	0.4319865468
395	0.4318995407
396	0.4317790316
397	0.4317243571
398	0.431614543
399	0.4315220013
400	0.4314412385
401	0.4312322919
402	0.4311149953
403	0.4309172993
404	0.4308300453
405	0.4306106089
406	0.4304863295
407	0.4303829234
408	0.4303076917
409	0.4301712855
410	0.4300433462
411	0.4299326176
412	0.4298443493
413	0.4297564366
414	0.4296581512
415	0.4295256148
416	0.4293801858
417	0.4292894781
418	0.4292037747
419	0.4291055589
420	0.4290175302
421	0.4288933377
422	0.4287728774
423	0.4286536255
424	0.4285470236
425	0.4284882181
426	0.4283749973
427	0.4282583529
428	0.4280415917
429	0.4279257269
430	0.4278539597
431	0.427725838
432	0.4276681835
433	0.4275441206
434	0.4274609022
435	0.4273529032
436	0.4272261243
437	0.4271777922
438	0.4270282068
439	0.4269689833
440	0.4268580777
441	0.4267803309
442	0.4266469625
443	0.4265213273
444	0.4264300087
445	0.4262915967
446	0.4262081018
447	0.4261000183
448	0.4259671325
449	0.4258316261
450	0.4256934329
451	0.4255913426
452	0.4254950749
453	0.4254016445
454	0.4253550051
455	0.4252427611
456	0.4251504081
457	0.4250208859
458	0.4249618243
459	0.4248383792
460	0.4247413512
461	0.4245477686
462	0.4244729647
463	0.424361451
464	0.4242639775
465	0.4241912905
466	0.4240445334
467	0.4239587685
468	0.4238644236
469	0.4237725828
470	0.4237316441
471	0.4236436542
472	0.423562372
473	0.4234989602
474	0.4234004197
475	0.4233126073
476	0.4231988274
477	0.4230905758
478	0.4228807858
479	0.4227779361
480	0.4226664126
481	0.4225717042
482	0.4225171606
483	0.4225134619
484	0.4223792749
485	0.4222862705
486	0.4222079053
487	0.4221300727
488	0.4220395623
489	0.4219708152
490	0.4218892988
491	0.4218369543
492	0.4217748656
493	0.4216754441
494	0.4215552126
495	0.4214393146
496	0.421354625
497	0.4212612722
498	0.4211731332
499	0.421072615
500	0.4209836319
501	0.4209150652
502	0.4208808391
503	0.4207935798
504	0.4206808378
505	0.4205902105
506	0.4205209959
507	0.4204240506
508	0.4203512639
509	0.420241596
510	0.4201686394
511	0.419945089
512	0.4198004521
513	0.4196467497
514	0.4195169727
515	0.4194103154
516	0.4193161906
517	0.41919587
518	0.4191288781
519	0.4190081193
520	0.4189331254
521	0.418810005
522	0.4187155653
523	0.4185775106
524	0.4185093101
525	0.4183498502
526	0.418254637
527	0.4182051437
528	0.4181107656
529	0.4179799135
530	0.4179182487
531	0.4178484843
532	0.4177713171
533	0.4176836724
534	0.4175926298
535	0.4174257379
536	0.4173665037
537	0.4172861546
538	0.4171857475
539	0.4170463128
540	0.4168767595
541	0.4167894671
542	0.416707425
543	0.4165588101
544	0.4164605803
545	0.4163058312
546	0.4161236762
547	0.4160595493
548	0.4159546841
549	0.4158641726
550	0.4157425069
551	0.4156424409
552	0.4155453374
553	0.4154158644
554	0.4153554261
555	0.415299392
556	0.4151691156
557	0.415106153
558	0.4150506826
559	0.414909861
560	0.4147616616
561	0.414667265
562	0.4145679039
563	0.4144931526
564	0.4144020309
565	0.4142957385
566	0.4142141603
567	0.4140684559
568	0.4139674238
569	0.4138937797
570	0.4138115256
571	0.4137360777
572	0.4136439523
573	0.4135573809
574	0.413415199
575	0.4133488778
576	0.413286428
577	0.4132186746
578	0.4131237201
579	0.4130275399
580	0.4129335776
581	0.4128655879
582	0.4127721682
583	0.4126886487
584	0.4126011689
585	0.4124955409
586	0.4124058729
587	0.4123183118
588	0.4122499384
589	0.4121986103
590	0.4121384264
591	0.4120743239
592	0.4119677191
593	0.4118808977
594	0.4117358775
595	0.4116052189
596	0.4115301041
597	0.4114604069
598	0.4113883854
599	0.4113415019
600	0.4112067995
601	0.4111523611
602	0.4110783467
603	0.4109475324
604	0.410815358
605	0.4106881104
606	0.4106123306
607	0.4104588329
608	0.4103333199
609	0.4102615924
610	0.4101551767
611	0.4100841121
612	0.4099579128
613	0.4098458816
614	0.4097960527
615	0.4097287174
616	0.4096434273
617	0.4095214275
618	0.4094416002
619	0.4093287042
620	0.4092633148
621	0.4091761406
622	0.4090812172
623	0.4089949753
624	0.4089226493
625	0.4088406761
626	0.4087944831
627	0.4087068514
628	0.4086137721
629	0.4085416149
630	0.4084519883
631	0.4083544755
632	0.408274971
633	0.4081867101
634	0.4080973944
635	0.4080292379
636	0.4079388227
637	0.4078538073
638	0.4077324089
639	0.4076205334
640	0.4075534068
641	0.4074878058
642	0.4074178455
643	0.4073328593
644	0.4072601863
645	0.4071737142
646	0.4070954542
647	0.4069950266
648	0.4069037614
649	0.406839177
650	0.4067699568
651	0.406663137
652	0.4065757295
653	0.4064989873
654	0.4064138847
655	0.4063111985
656	0.4061805608
657	0.4060960604
658	0.4060134501
659	0.4059425068
660	0.4058684083
661	0.405781413
662	0.4056896865
663	0.4055908213
664	0.4055048333
665	0.4054041719
666	0.4053259992
667	0.4052474491
668	0.4051876565
669	0.4051078267
670	0.4050332383
671	0.4049579022
672	0.4049013182
673	0.4048067776
674	0.4047418305
675	0.404662211
676	0.4045949094
677	0.4045198413
678	0.4044696689
679	0.4043554137
680	0.4042387641
681	0.4041435992
682	0.4040704242
683	0.4040060973
684	0.4039363996
685	0.4037937295
686	0.4037397376
687	0.4036800351
688	0.4036133336
689	0.4035100516
690	0.4034105703
691	0.4033125679
692	0.4032057405
693	0.4031267432
694	0.4030230465
695	0.4029499955
696	0.4028341366
697	0.4027702963
698	0.402698639
699	0.4026403328
700	0.4025803124
701	0.402478088
702	0.402398062
703	0.4023311679
704	0.402254701
705	0.4021910609
706	0.4021388365
707	0.4020639886
708	0.4020047744
709	0.4019446329
710	0.4018740536
711	0.4017876786
712	0.401738773
713	0.4016690971
714	0.4015827339
715	0.4015039832
716	0.4014254854
717	0.4013560685
718	0.4012899782
719	0.4012028942
720	0.4011494174
721	0.4010855714
722	0.4009920569
723	0.4009182857
724	0.4008319295
725	0.4007776469
726	0.4006908546
727	0.400609208
728	0.4005057297
729	0.4004455793
730	0.4003674816
731	0.4002486671
732	0.400176255
733	0.4001083539
734	0.4000477418
735	0.3999567743
736	0.399880943
737	0.3997980413
738	0.39972865
739	0.3996651884
740	0.3995689579
741	0.3994689287
742	0.3993906388
743	0.3992939409
744	0.3992258263
745	0.3991345141
746	0.3990767193
747	0.3990012468
748	0.3989404316
749	0.398843904
750	0.3987492069
751	0.3986751167
752	0.398604843
753	0.3985180867
754	0.3984649255
755	0.3983664152
756	0.398299922
757	0.3982227409
758	0.3981588125
759	0.398095255
760	0.398012116
761	0.3979373871
762	0.3978792072
763	0.397793193
764	0.3977279034
765	0.3976584278
766	0.3975748244
