iter	RMSE
228	5763.935547
229	5755.690988
230	5748.053998
231	5740.750094
232	5733.032181
233	5726.714832
234	5718.184776
235	5711.083552
236	5704.229094
237	5697.685575
238	5690.244064
239	5683.045733
240	5675.248523
241	5668.057382
242	5661.493785
243	5654.270747
244	5647.850746
245	5639.769884
246	5632.982223
247	5626.092158
248	5620.392178
249	5614.410652
250	5607.600646
251	5599.62797
252	5593.557245
253	5586.858924
254	5580.909284
255	5573.702856
256	5567.894074
257	5561.399203
258	5555.815453
259	5549.647812
260	5543.135611
261	5537.754474
262	5532.050108
263	5526.514197
264	5520.633392
265	5514.145905
266	5507.566114
267	5501.519483
268	5495.959924
269	5489.883579
270	5484.517661
271	5478.477421
272	5472.102174
273	5465.213224
274	5459.432595
275	5454.39519
276	5449.486978
277	5445.115249
278	5439.230083
279	5433.317527
280	5427.921031
281	5421.908197
282	5416.728886
283	5412.337891
284	5407.238504
285	5401.711908
286	5395.920473
287	5391.071293
288	5385.636351
289	5380.340601
290	5375.786239
291	5371.054354
292	5366.032081
293	5359.821104
294	5354.524109
295	5348.787579
296	5342.594304
297	5338.174616
298	5331.996223
299	5325.650979
300	5319.825664
301	5314.762841
302	5308.738263
303	5304.245017
304	5298.965971
305	5293.547103
306	5288.640103
307	5283.951916
308	5279.088845
309	5274.441867
310	5268.980177
311	5263.983424
312	5258.423991
313	5253.473167
314	5247.434464
315	5242.304398
316	5237.944062
317	5232.393437
318	5227.996661
319	5223.162237
320	5218.59407
321	5214.320845
322	5209.297268
323	5204.649521
324	5201.310349
325	5196.200697
326	5191.912643
327	5186.394158
328	5181.955447
329	5177.260236
330	5171.313035
331	5167.937792
332	5163.63945
333	5159.305863
334	5155.455885
335	5151.545073
336	5147.491403
337	5143.085392
338	5139.427818
339	5135.84552
340	5132.16768
341	5127.859328
342	5124.184297
343	5118.647669
344	5114.740574
345	5110.485162
346	5106.666564
347	5102.82761
348	5099.041288
349	5094.927218
350	5090.694896
351	5086.422717
352	5083.03472
353	5078.795275
354	5075.069483
355	5072.255231
356	5068.898235
357	5064.893102
358	5061.031089
359	5057.019167
360	5054.171574
361	5050.312435
362	5046.142039
363	5042.171254
364	5039.514291
365	5035.602367
366	5032.242588
367	5028.878755
368	5025.715257
369	5022.351649
370	5017.97733
371	5015.028311
372	5011.211843
373	5007.209406
374	5003.876467
375	4999.280961
376	4996.057432
377	4991.965723
378	4988.212138
379	4984.791758
380	4981.872167
381	4978.399927
382	4974.894504
383	4972.228663
384	4968.597159
385	4965.668201
386	4963.189695
387	4959.989603
388	4956.194248
389	4952.463165
390	4949.126567
391	4945.734346
392	4942.786957
393	4939.44451
394	4936.503128
395	4933.593829
396	4930.433712
397	4928.00793
398	4925.063005
399	4921.971122
400	4917.918178
401	4915.249786
402	4912.682458
403	4909.535871
404	4906.173288
405	4903.72311
406	4901.321795
407	4898.503338
408	4895.685815
409	4892.401058
410	4890.234024
411	4887.806931
412	4885.10212
413	4881.307425
414	4878.16939
415	4875.812132
416	4873.114384
417	4870.024415
418	4866.81636
419	4863.930177
420	4861.144614
421	4858.706005
422	4856.26454
423	4853.621666
424	4850.648015
425	4847.713427
426	4843.86916
427	4841.407059
428	4838.928007
429	4836.510836
430	4833.709856
431	4830.585772
432	4827.927509
433	4825.253913
434	4822.826253
435	4819.963158
436	4817.497556
437	4813.667942
438	4811.59267
439	4808.966825
440	4805.093781
441	4802.672942
442	4800.038989
443	4796.990507
444	4793.302951
445	4790.571261
446	4786.886038
447	4784.555177
448	4781.750049
449	4779.463902
450	4777.482972
451	4775.340202
452	4773.153019
453	4770.816355
454	4768.140168
455	4765.0408
456	4762.823018
457	4760.111166
458	4756.335231
459	4753.269392
460	4750.016786
461	4746.286921
462	4743.187215
463	4740.945875
464	4737.689769
465	4735.393407
466	4732.694633
467	4730.328272
468	4728.236198
469	4726.3369
470	4723.364165
471	4720.351495
472	4718.288692
473	4716.14864
474	4714.046571
475	4711.746488
476	4709.544476
477	4705.853495
478	4703.583521
479	4701.127126
480	4698.827992
481	4695.390816
482	4692.336316
483	4690.207738
484	4687.833972
485	4685.966973
486	4684.002951
487	4681.342854
488	4679.127091
489	4677.204305
490	4675.402608
491	4673.148846
492	4670.788299
493	4668.479985
494	4666.027864
495	4662.612634
496	4660.251278
497	4657.16167
498	4654.973972
499	4653.124965
500	4651.268968
501	4648.482554
502	4646.594319
503	4644.907964
504	4643.128184
505	4641.224112
506	4638.417784
507	4636.465333
508	4633.734388
509	4631.53926
510	4629.695217
511	4627.693349
512	4626.065842
513	4624.145055
514	4622.244017
515	4620.618777
516	4617.617348
517	4615.679641
518	4613.547545
519	4611.268867
520	4608.83846
521	4606.88998
522	4604.495546
523	4602.354012
524	4600.093463
525	4597.775003
526	4595.692988
527	4593.762152
528	4591.961427
529	4590.33277
530	4588.102631
531	4586.149681
532	4583.758797
533	4581.547156
534	4579.782824
535	4577.806909
536	4575.849159
537	4573.965316
538	4572.27153
539	4570.255504
540	4567.637655
541	4565.847997
542	4564.230528
543	4561.934492
544	4560.226765
545	4557.69744
546	4556.036346
547	4554.238712
548	4551.571342
549	4549.426851
550	4547.377641
551	4544.694613
552	4542.513564
553	4539.977524
554	4537.907046
555	4534.958162
556	4532.879349
557	4531.220298
558	4528.859119
559	4526.672769
560	4524.889682
561	4523.005152
562	4521.495206
563	4519.876357
564	4518.048219
565	4516.663518
566	4514.293447
567	4511.84286
568	4509.663621
569	4507.223561
570	4505.392274
571	4503.692281
572	4501.897456
573	4500.222249
574	4497.614125
575	4496.025707
576	4494.217409
577	4491.834401
578	4490.140861
579	4488.643813
580	4487.006117
581	4485.533525
582	4483.940198
583	4482.413248
584	4480.452923
585	4478.791254
586	4477.363008
587	4475.787974
588	4473.745869
589	4472.104476
590	4470.376983
591	4468.116861
592	4466.583774
593	4465.099867
594	4463.246186
595	4461.750648
596	4459.426269
597	4457.398334
598	4456.018912
599	4454.570479
600	4452.870527
601	4450.945387
602	4448.869473
603	4447.258017
604	4445.626662
605	4444.326056
606	4442.948371
607	4441.516678
608	4440.013907
609	4438.257679
610	4436.676196
611	4435.552372
612	4434.117955
613	4432.989226
614	4431.557388
615	4429.648661
616	4428.352578
617	4426.732395
618	4425.050961
619	4423.444089
620	4421.474145
621	4420.122484
622	4418.997032
623	4417.371182
624	4415.400326
625	4414.126915
626	4411.954883
627	4410.495845
628	4408.639743
629	4407.276146
630	4405.869728
631	4404.289717
632	4402.026015
633	4399.893887
634	4398.306949
635	4397.225102
636	4395.289702
637	4394.246135
638	4392.374075
639	4391.288287
640	4389.753107
641	4388.236644
642	4386.165159
643	4384.72957
644	4383.152889
645	4381.579516
646	4379.945627
647	4378.666972
648	4376.873973
649	4374.535917
650	4372.932836
651	4371.487724
652	4369.241964
653	4367.563641
654	4365.931016
655	4364.205186
656	4362.86519
657	4361.25086
658	4359.823368
659	4357.959805
660	4356.540181
661	4354.620974
662	4352.639428
663	4350.247474
664	4348.463984
665	4347.320687
666	4345.798879
667	4344.145412
668	4343.039018
669	4341.757649
670	4340.611524
671	4339.614526
672	4338.039435
673	4336.791896
674	4335.022756
675	4333.98559
676	4333.309178
677	4332.133892
678	4330.800137
679	4329.496878
680	4327.876914
681	4325.991705
682	4324.116778
683	4322.65905
684	4321.022101
685	4319.951874
686	4317.960845
687	4316.353357
688	4315.432866
689	4313.959251
690	4311.957
691	4310.559707
692	4308.63728
693	4306.883713
694	4305.36843
695	4303.915322
696	4302.31181
697	4300.911813
698	4299.49213
699	4298.451783
700	4296.750596
701	4295.579822
702	4293.851615
703	4292.201378
704	4289.735315
705	4288.628055
706	4287.044959
707	4285.638556
708	4283.837457
709	4282.34684
710	4281.05358
711	4279.135739
712	4277.165043
713	4275.642421
714	4274.245481
715	4272.390479
716	4271.169027
717	4270.030844
718	4268.694119
719	4267.56889
720	4265.821784
721	4264.413795
722	4263.112342
723	4261.215288
724	4259.948221
725	4258.346855
726	4256.706729
727	4255.96729
728	4254.119941
729	4252.346195
730	4251.309857
731	4249.531537
732	4248.452232
733	4246.924287
734	4245.214531
735	4243.901514
736	4242.229745
737	4241.258156
738	4239.79258
739	4238.668263
740	4237.313982
741	4235.916216
742	4234.790561
743	4233.385243
744	4232.140933
745	4231.122076
746	4229.776579
747	4228.654913
748	4227.144643
749	4225.36503
750	4224.325099
751	4222.870609
752	4221.379817
753	4219.870437
754	4218.633569
755	4217.451728
756	4216.154697
757	4215.21774
758	4214.157038
759	4213.031728
760	4212.369609
761	4210.851608
762	4209.779569
763	4208.318833
764	4206.905574
765	4205.75387
766	4204.562001
767	4203.577274
768	4202.488712
769	4201.484111
770	4200.469859
771	4199.471916
772	4198.296728
773	4197.344519
774	4195.951376
775	4195.353004
776	4194.33112
777	4193.143247
778	4191.217568
779	4189.907253
780	4188.681179
781	4186.891485
782	4185.75955
783	4184.653897
784	4183.50499
785	4182.372891
786	4180.233275
787	4179.091114
788	4178.082273
789	4176.683513
790	4175.297326
791	4174.112099
792	4172.928746
793	4171.574957
794	4170.09139
795	4168.614119
796	4167.797021
797	4166.761659
798	4165.877523
799	4163.914696
800	4162.116618
801	4161.259199
802	4160.321951
803	4159.471954
804	4157.759323
805	4156.605808
806	4155.832856
807	4154.133942
808	4153.555381
809	4152.440658
810	4152.381847
811	4150.921176
812	4149.335769
813	4147.678406
814	4147.172151
815	4146.326262
816	4146.081659
817	4144.794877
818	4143.768717
819	4142.41168
820	4141.333754
821	4140.465926
822	4139.615747
823	4138.543607
824	4137.121868
825	4136.244223
826	4135.070867
827	4134.358035
828	4132.918186
829	4131.918677
830	4130.686364
831	4129.593656
832	4128.820686
833	4127.986155
834	4126.729207
835	4125.637368
836	4124.657524
837	4122.702273
838	4121.826819
839	4120.420695
840	4119.410661
841	4118.821066
842	4117.454807
843	4115.837206
844	4114.740666
845	4113.857472
846	4112.568132
847	4111.452142
848	4110.341758
849	4109.495098
850	4108.488527
851	4107.268732
852	4106.572452
853	4105.710417
854	4104.374448
855	4103.447091
856	4102.389877
857	4101.554377
858	4100.873873
859	4099.60102
860	4097.939112
861	4097.195076
862	4096.23572
863	4095.131328
864	4093.691668
865	4092.699869
866	4091.646564
867	4090.085474
868	4088.563269
869	4087.55159
870	4086.193493
871	4085.758841
872	4084.803103
873	4084.196243
874	4083.293536
875	4082.178029
876	4081.237797
877	4080.36068
878	4079.311918
879	4077.99293
880	4076.959366
881	4075.851598
882	4075.090409
883	4073.966505
884	4073.286182
885	4072.097549
886	4070.754661
887	4069.493197
888	4068.70934
889	4067.341401
890	4066.725731
891	4065.647378
892	4064.347084
893	4063.916747
894	4063.135008
895	4061.969139
896	4061.048778
897	4059.765578
898	4058.901866
899	4057.855133
900	4057.13877
901	4056.421644
902	4055.433095
903	4054.98487
904	4053.577001
905	4051.848489
906	4051.097885
907	4050.211235
908	4049.565161
909	4048.750016
910	4048.136317
911	4047.238077
912	4046.573306
913	4045.372464
914	4044.427363
915	4043.651028
916	4042.419242
917	4041.391214
918	4040.118047
919	4039.049016
920	4037.745903
921	4037.663632
922	4036.714553
923	4035.613775
924	4033.641735
925	4032.340028
926	4031.59749
927	4030.120323
928	4028.733087
929	4028.072665
930	4026.607635
931	4025.500863
932	4024.461136
933	4023.785567
934	4023.033181
935	4022.22451
936	4021.232106
937	4020.632517
938	4019.646194
939	4019.057435
940	4018.245871
941	4017.458391
942	4016.383228
943	4015.686924
944	4014.950342
945	4013.670334
946	4012.5846
947	4011.714772
948	4010.655705
949	4010.116836
950	4009.366113
951	4008.612674
952	4007.634348
953	4006.930831
954	4006.014361
955	4005.109752
956	4004.036484
957	4003.351316
958	4002.331075
959	4001.320828
960	4000.287386
961	3999.352153
962	3998.622547
963	3998.228028
964	3997.142461
965	3996.669805
966	3996.615613
967	3994.954404
968	3993.901458
969	3993.132961
970	3993.080386
971	3991.885962
972	3990.674893
973	3989.556346
974	3988.175531
975	3986.368696
976	3984.977807
977	3984.141266
978	3983.438479
979	3982.726991
980	3981.54498
981	3980.19569
982	3979.494644
983	3978.132926
984	3977.370419
985	3976.124335
986	3975.302642
987	3974.517572
988	3973.685796
989	3972.425356
990	3971.260286
991	3970.171675
992	3969.567062
993	3968.419947
994	3967.839193
995	3966.78982
996	3965.975178
997	3965.611569
998	3964.763357
999	3963.976585
1000	3963.246518
1001	3962.442744
1002	3961.657104
1003	3960.755862
1004	3960.115254
1005	3959.218262
1006	3958.508817
1007	3957.717537
1008	3957.179765
1009	3955.926481
1010	3955.53858
1011	3954.979321
1012	3953.884402
1013	3953.213395
1014	3952.368575
1015	3951.894252
1016	3950.480826
1017	3949.474134
1018	3948.392958
1019	3947.16281
1020	3946.464678
1021	3944.903203
1022	3943.856841
1023	3942.466653
1024	3941.570429
1025	3941.51456
1026	3941.229921
1027	3940.2924
1028	3939.627279
1029	3938.81126
1030	3937.664832
1031	3936.247783
1032	3934.356545
1033	3933.364394
1034	3932.734964
1035	3931.57774
1036	3930.284258
1037	3929.725423
1038	3927.661325
1039	3927.606832
1040	3926.780425
1041	3926.035668
1042	3924.75496
1043	3924.095312
1044	3923.060247
1045	3921.965173
1046	3921.404606
1047	3920.68399
1048	3919.645615
1049	3919.081158
1050	3917.842133
1051	3916.763254
1052	3916.080855
1053	3915.156365
1054	3914.246092
1055	3914.009172
1056	3913.359952
1057	3913.056782
1058	3912.610731
1059	3912.083446
1060	3911.308541
1061	3910.721349
1062	3910.671707
1063	3910.46681
1064	3909.566409
1065	3909.21098
1066	3908.284683
1067	3907.945193
1068	3906.838898
1069	3906.113745
1070	3905.007793
1071	3903.853955
1072	3902.913109
1073	3902.864768
1074	3902.378398
1075	3901.802561
1076	3901.210005
1077	3900.360083
1078	3899.362545
1079	3898.893467
1080	3898.272049
1081	3897.81906
1082	3896.28722
1083	3895.715108
1084	3894.905229
1085	3894.003503
1086	3892.821007
1087	3891.996902
1088	3891.09444
1089	3890.622364
1090	3889.724924
1091	3888.912538
1092	3888.072746
1093	3887.380221
1094	3886.263826
1095	3885.059978
1096	3884.2762
1097	3883.306305
1098	3882.526226
1099	3881.912972
1100	3881.421198
1101	3880.182458
1102	3879.6082
1103	3878.924101
1104	3878.314985
1105	3877.211373
1106	3875.544638
1107	3874.19489
1108	3873.321185
1109	3872.560006
1110	3871.829229
1111	3870.746546
1112	3870.091224
1113	3869.704152
1114	3868.680353
1115	3867.932093
1116	3867.396258
1117	3866.683092
1118	3865.485059
1119	3864.328288
1120	3863.960257
1121	3863.004194
1122	3862.676376
1123	3862.629595
1124	3861.864849
1125	3861.231494
1126	3860.259447
1127	3859.399929
1128	3858.164925
1129	3857.618564
1130	3856.875677
1131	3856.014362
1132	3854.9769
1133	3854.478223
1134	3853.138543
1135	3852.435584
1136	3851.386695
1137	3850.571966
1138	3850.237264
1139	3849.737265
1140	3848.75555
1141	3847.725422
1142	3846.936245
1143	3846.291126
1144	3845.717807
1145	3845.206195
1146	3844.179847
1147	3843.346041
1148	3842.730249
1149	3841.867
1150	3840.741518
1151	3840.155298
1152	3839.902735
1153	3839.201086
1154	3838.721177
1155	3837.743393
1156	3837.234447
1157	3836.362903
1158	3835.410733
1159	3834.560486
1160	3833.953864
1161	3833.040101
1162	3831.976919
1163	3831.458625
1164	3830.943508
1165	3830.623334
1166	3829.679772
1167	3828.779532
1168	3828.61168
1169	3828.109639
1170	3827.803083
1171	3826.936
1172	3825.775311
1173	3825.34715
1174	3824.735387
1175	3823.844727
1176	3823.80045
1177	3822.756788
1178	3822.00055
1179	3821.244957
1180	3820.556219
1181	3820.352076
1182	3819.506832
1183	3819.002346
1184	3818.390617
1185	3817.138726
1186	3816.528702
1187	3816.143361
1188	3814.782786
1189	3814.286244
1190	3813.827214
1191	3813.365275
1192	3812.193841
1193	3810.748713
1194	3809.988245
1195	3809.266905
1196	3807.944766
1197	3807.018441
1198	3806.241822
1199	3806.199197
1200	3806.153889
1201	3805.853914
1202	3804.274941
1203	3803.394547
1204	3802.765429
1205	3801.644658
1206	3800.98496
1207	3799.9991
1208	3798.642644
1209	3798.547442
1210	3797.644583
1211	3797.005035
1212	3796.122831
1213	3796.070034
1214	3796.024012
1215	3795.244818
1216	3793.978064
1217	3792.954986
1218	3792.258913
1219	3791.330784
1220	3790.530729
1221	3789.766863
1222	3789.092008
1223	3788.720287
1224	3787.767078
1225	3787.424283
1226	3786.506857
1227	3785.845476
1228	3785.585121
1229	3784.725488
1230	3783.726486
1231	3782.723004
1232	3782.30937
1233	3781.688557
1234	3780.763849
1235	3779.884081
1236	3779.079767
1237	3777.751105
1238	3777.194684
1239	3777.154281
1240	3776.547985
1241	3775.842339
1242	3774.888555
1243	3774.836818
1244	3774.013182
1245	3773.292606
1246	3772.892622
1247	3771.699567
1248	3770.875982
1249	3770.206915
1250	3770.156113
1251	3769.59515
1252	3768.468809
1253	3768.429138
1254	3767.68292
1255	3767.200465
1256	3766.660488
1257	3766.171735
1258	3765.716291
1259	3765.102281
1260	3764.326444
1261	3763.561807
1262	3762.741758
1263	3761.579461
1264	3761.37725
1265	3761.033339
1266	3759.972641
1267	3758.549024
1268	3758.084517
1269	3757.369357
1270	3756.118674
1271	3755.053693
1272	3754.610322
1273	3753.838667
1274	3753.055104
1275	3752.112787
1276	3751.303449
1277	3750.543456
1278	3750.255643
1279	3749.739647
1280	3749.014889
1281	3748.308794
1282	3747.7531
1283	3746.859508
1284	3745.826755
1285	3744.710635
1286	3744.253167
1287	3743.225214
1288	3742.271653
1289	3741.699111
1290	3741.05369
1291	3740.05242
1292	3739.383125
1293	3738.992249
1294	3737.973718
1295	3737.228217
1296	3736.348782
1297	3735.203478
1298	3734.821608
1299	3734.221275
1300	3733.839333
1301	3733.393693
1302	3732.237788
1303	3732.00341
1304	3731.664419
1305	3731.128096
1306	3730.253815
1307	3729.829035
1308	3729.05285
1309	3728.276179
1310	3727.268974
1311	3725.975464
1312	3725.639841
1313	3725.131121
1314	3724.245329
1315	3723.959504
1316	3723.419388
1317	3723.060333
1318	3722.247188
1319	3721.594114
1320	3720.750302
1321	3720.478992
1322	3719.827101
1323	3719.103784
1324	3718.423285
1325	3717.630959
1326	3717.046956
1327	3716.334907
1328	3715.729949
1329	3714.45073
1330	3714.386445
1331	3713.817859
1332	3712.60257
1333	3711.880806
1334	3711.129375
1335	3710.178865
1336	3709.083435
1337	3708.272919
1338	3707.548104
1339	3706.960843
1340	3706.182263
1341	3705.18862
1342	3704.370688
1343	3703.811571
1344	3702.843308
1345	3701.954156
1346	3701.798934
1347	3700.853736
1348	3699.668258
1349	3699.028139
1350	3698.632393
1351	3697.730658
1352	3697.403561
1353	3696.223323
1354	3695.508888
1355	3694.91535
1356	3694.006052
1357	3693.741282
1358	3693.096384
1359	3691.998047
1360	3691.598176
1361	3690.668525
1362	3690.523468
1363	3690.06403
1364	3688.941627
1365	3688.2346
1366	3687.630724
1367	3686.965784
1368	3685.980595
1369	3685.146953
1370	3684.876616
1371	3683.700433
1372	3683.015798
1373	3681.989474
1374	3680.878773
1375	3680.488843
1376	3679.656189
1377	3678.362565
1378	3677.586892
1379	3677.24484
1380	3676.201639
1381	3675.685152
1382	3675.004557
1383	3674.576606
1384	3674.173068
1385	3674.136529
1386	3673.55644
1387	3672.736331
1388	3671.612829
1389	3670.293742
1390	3669.842344
1391	3669.01697
1392	3667.805477
1393	3666.95572
1394	3666.289496
1395	3665.506979
1396	3664.593612
1397	3664.22362
1398	3663.221948
1399	3662.908691
1400	3662.155339
1401	3662.12145
1402	3661.918445
1403	3661.401762
1404	3660.906932
1405	3660.369143
1406	3659.347664
1407	3658.955043
1408	3658.172649
1409	3657.761703
1410	3657.119537
1411	3656.527452
1412	3655.737127
1413	3655.093034
1414	3654.983702
1415	3654.589585
1416	3654.430933
1417	3653.69443
1418	3652.257856
1419	3651.779016
1420	3651.469004
1421	3649.963205
1422	3649.351584
1423	3648.867044
1424	3647.91799
1425	3647.608479
1426	3647.204866
1427	3646.761213
1428	3646.046187
1429	3645.248333
1430	3644.655113
1431	3644.182802
1432	3643.625877
1433	3643.406279
1434	3642.133578
1435	3641.596031
1436	3640.871203
1437	3640.278337
1438	3639.630262
1439	3638.919617
1440	3638.257923
1441	3638.151534
1442	3637.828358
1443	3636.906327
1444	3636.567924
1445	3636.010416
1446	3634.730326
1447	3634.395223
1448	3633.432033
1449	3632.676643
1450	3632.412668
1451	3631.997307
1452	3631.235325
1453	3630.85427
1454	3630.242415
1455	3629.875934
1456	3629.354767
1457	3628.841901
1458	3628.542695
1459	3628.208728
1460	3627.460023
1461	3626.711905
1462	3625.520244
1463	3624.613213
1464	3623.346308
1465	3622.996817
1466	3622.29192
1467	3622.137029
1468	3621.756484
1469	3621.130058
1470	3620.435664
1471	3620.02475
1472	3619.804718
1473	3618.987955
1474	3618.493006
1475	3617.996837
1476	3617.698655
1477	3617.461737
1478	3616.461639
1479	3616.023144
1480	3615.893406
1481	3615.421784
1482	3614.829365
1483	3614.437028
1484	3613.907214
1485	3612.715375
1486	3612.231391
1487	3612.157096
1488	3611.411388
1489	3610.986929
1490	3610.052926
1491	3609.195172
1492	3608.273032
1493	3607.81137
1494	3607.517162
1495	3606.422778
1496	3605.369762
1497	3605.301404
1498	3604.506956
1499	3604.076855
1500	3603.150988
1501	3602.817458
1502	3601.946831
1503	3601.393484
1504	3600.613328
1505	3599.807345
1506	3599.160721
1507	3598.263287
1508	3597.50268
1509	3596.63084
1510	3595.871803
1511	3595.468471
1512	3594.90943
1513	3594.216363
1514	3594.124572
1515	3593.822137
1516	3593.612091
1517	3592.867468
1518	3591.323643
1519	3591.252369
1520	3590.862864
1521	3590.420031
1522	3590.144363
1523	3589.731487
1524	3589.304276
1525	3588.903501
1526	3588.385106
1527	3587.437225
1528	3586.83581
1529	3586.592459
1530	3586.565081
1531	3585.237616
1532	3585.096241
1533	3584.086023
1534	3584.007932
1535	3583.943471
1536	3583.59456
1537	3582.228947
1538	3581.937639
1539	3581.411072
1540	3580.667782
1541	3580.065158
1542	3579.747307
1543	3579.208468
1544	3579.110285
1545	3578.093568
1546	3577.170263
1547	3576.265688
1548	3575.407564
1549	3575.307544
1550	3574.880975
1551	3573.978747
1552	3573.48706
1553	3573.413568
1554	3572.955698
1555	3572.428155
1556	3571.776743
1557	3571.226234
1558	3570.575129
1559	3569.201972
1560	3569.092844
1561	3568.922908
1562	3567.870597
1563	3567.255183
1564	3566.326404
1565	3565.625073
1566	3564.85009
1567	3564.176401
1568	3563.525535
1569	3563.199911
1570	3562.76178
1571	3561.984381
1572	3561.338214
1573	3560.705106
1574	3560.370258
1575	3559.800046
1576	3559.357558
1577	3558.806353
1578	3558.611217
1579	3557.985543
1580	3557.921808
1581	3557.413654
1582	3557.056024
1583	3556.691217
1584	3556.232383
1585	3555.70396
1586	3555.307722
1587	3554.382561
1588	3553.850551
1589	3553.139203
1590	3552.886399
1591	3552.136787
1592	3552.10254
1593	3551.931777
1594	3550.859556
1595	3549.833516
1596	3549.28646
1597	3548.295195
1598	3547.892191
1599	3547.072601
1600	3546.364331
1601	3545.816426
1602	3544.97835
1603	3544.120686
1604	3543.588016
1605	3542.973383
1606	3542.177004
1607	3542.108027
1608	3541.528932
1609	3540.784359
1610	3539.66604
1611	3539.168267
1612	3538.460951
1613	3537.970379
1614	3537.006197
1615	3536.584484
1616	3536.442256
1617	3536.021296
1618	3535.201206
1619	3534.661147
1620	3533.741152
1621	3533.273062
1622	3532.791772
1623	3532.62421
1624	3531.998104
1625	3531.239902
1626	3530.478243
1627	3530.445251
1628	3529.566452
1629	3529.20769
1630	3528.160812
1631	3527.747327
1632	3527.081695
1633	3526.185501
1634	3525.968815
1635	3525.428688
1636	3524.462076
1637	3523.676231
1638	3523.348921
1639	3522.671641
1640	3522.164062
1641	3521.752615
1642	3520.526713
1643	3520.012199
1644	3519.691437
1645	3518.953883
1646	3518.325231
1647	3517.239708
1648	3516.646138
1649	3516.216402
1650	3515.915374
1651	3515.233755
1652	3514.53168
1653	3513.744622
1654	3513.689932
1655	3512.993543
1656	3512.293128
1657	3511.582794
1658	3511.12174
1659	3510.87863
1660	3510.290616
1661	3509.578932
1662	3509.065464
1663	3507.955817
1664	3507.413907
