iter	Passed	Remaining
282	223	39682
283	224	39649
284	224	39639
285	225	39631
286	226	39630
287	227	39627
288	228	39644
289	228	39627
290	229	39604
291	230	39604
292	231	39597
293	232	39633
294	232	39630
295	233	39615
296	234	39591
297	235	39610
298	235	39596
299	236	39584
300	237	39576
301	238	39570
302	238	39555
303	239	39531
304	240	39536
305	240	39529
306	241	39522
307	242	39513
308	243	39496
309	243	39488
310	244	39466
311	245	39472
312	246	39469
313	246	39470
314	247	39474
315	248	39485
316	249	39462
317	249	39446
318	250	39432
319	251	39429
320	252	39416
321	252	39397
322	253	39379
323	254	39373
324	255	39374
325	255	39380
326	256	39381
327	257	39365
328	258	39345
329	258	39341
330	259	39320
331	260	39320
332	260	39302
333	261	39330
334	262	39343
335	263	39322
336	264	39307
337	264	39305
338	265	39301
339	266	39351
340	267	39354
341	268	39355
342	269	39361
343	269	39353
344	270	39333
345	271	39318
346	272	39324
347	272	39326
348	273	39315
349	274	39321
350	275	39316
351	275	39312
352	276	39299
353	277	39285
354	278	39288
355	278	39279
356	279	39274
357	280	39256
358	280	39246
359	281	39246
360	282	39231
361	283	39218
362	283	39214
363	284	39198
364	285	39201
365	286	39209
366	286	39202
367	287	39187
368	288	39187
369	289	39165
370	289	39164
371	290	39153
372	291	39157
373	292	39148
374	292	39136
375	293	39133
376	294	39120
377	295	39120
378	295	39110
379	296	39096
380	297	39105
381	298	39116
382	298	39121
383	299	39120
384	300	39111
385	301	39106
386	301	39095
387	302	39075
388	303	39078
389	304	39060
390	304	39040
391	305	39028
392	306	39037
393	307	39072
394	308	39074
395	308	39074
396	309	39073
397	310	39066
398	311	39055
399	311	39052
400	312	39039
401	313	39033
402	313	39030
403	315	39118
404	316	39122
405	316	39106
406	317	39105
407	318	39086
408	319	39074
409	319	39068
410	320	39052
411	321	39049
412	322	39056
413	322	39057
414	323	39042
415	324	39034
416	324	39030
417	325	39015
418	326	39071
419	327	39069
420	328	39064
421	329	39074
422	330	39069
423	330	39073
424	331	39061
425	332	39061
426	333	39052
427	333	39034
428	334	39042
429	335	39071
430	336	39058
431	336	39052
432	337	39037
433	338	39023
434	338	39014
435	339	39010
436	340	39006
437	341	38996
438	342	39005
439	342	39010
440	343	38999
441	344	39017
442	345	39013
443	346	39015
444	346	39010
445	347	38997
446	348	38979
447	348	38972
448	349	39003
449	350	38995
450	351	38981
451	352	38986
452	352	38983
453	353	38969
454	354	38970
455	355	38963
456	355	38961
457	356	38957
458	357	38947
459	358	38958
460	359	38973
461	360	38998
462	360	38989
463	361	38987
464	362	38981
465	363	38975
466	363	38983
467	364	38968
468	365	38965
469	365	38957
470	366	38958
471	367	38957
472	368	38950
473	369	38946
474	370	38967
475	370	38952
476	371	38944
477	372	38934
478	372	38931
479	373	38944
480	374	38959
481	375	38947
482	375	38934
483	376	38944
484	377	38937
485	378	38933
486	379	38924
487	379	38921
488	380	38917
489	381	38920
490	382	38920
491	382	38924
492	383	38932
493	384	38928
494	385	38923
495	386	38919
496	386	38927
497	387	38943
498	388	38934
499	389	38944
500	390	38959
501	391	38962
502	392	38976
503	392	38976
504	393	38984
505	394	39023
506	395	39017
507	396	39011
508	397	39000
509	397	38996
510	398	39016
511	399	39012
512	400	39011
513	401	39011
514	401	39004
515	402	39001
516	403	38994
517	403	38976
518	404	38967
519	405	38951
520	406	38947
521	406	38936
522	407	38929
523	408	38914
524	408	38900
525	409	38885
526	409	38872
527	410	38884
528	411	38874
529	412	38895
530	413	38884
531	413	38881
532	414	38901
533	415	38896
534	416	38903
535	417	38896
536	417	38890
537	418	38883
538	419	38891
539	420	38884
540	421	38893
541	421	38889
542	422	38891
543	423	38891
544	424	38877
545	424	38873
546	426	38926
547	426	38916
548	427	38910
549	428	38901
550	429	38897
551	429	38896
552	430	38927
553	431	38933
554	432	38929
555	433	38923
556	434	38916
557	434	38911
558	435	38907
559	436	38911
560	437	38911
561	437	38907
562	438	38897
563	439	38890
564	439	38881
565	440	38877
566	441	38868
567	441	38852
568	442	38855
569	443	38846
570	444	38843
571	445	38843
572	445	38838
573	446	38831
574	447	38825
575	447	38816
576	448	38810
577	449	38825
578	450	38812
579	450	38798
580	451	38788
581	452	38797
582	453	38787
583	453	38784
584	454	38792
585	455	38796
586	456	38796
587	457	38810
588	458	38817
589	458	38817
590	459	38813
591	460	38815
592	461	38816
593	462	38838
594	462	38830
595	463	38829
596	464	38825
597	465	38815
598	465	38810
599	466	38802
600	467	38796
601	467	38782
602	468	38782
603	469	38792
604	470	38806
605	471	38803
606	472	38809
607	472	38808
608	473	38817
609	474	38815
610	475	38809
611	476	38808
612	476	38807
613	477	38801
614	478	38801
615	479	38797
616	479	38791
617	480	38798
618	481	38796
619	482	38798
620	482	38788
621	483	38783
622	484	38775
623	485	38765
624	485	38773
625	486	38764
626	487	38761
627	488	38758
628	488	38754
629	489	38753
630	490	38748
631	491	38743
632	491	38739
633	492	38734
634	493	38723
635	493	38717
636	494	38714
637	495	38713
638	496	38718
639	496	38718
640	497	38708
641	498	38703
642	499	38695
643	499	38706
644	500	38708
645	501	38710
646	502	38709
647	503	38703
648	503	38701
649	504	38698
650	505	38692
651	506	38738
652	507	38731
653	508	38722
654	509	38747
655	510	38751
656	510	38750
657	511	38742
658	512	38735
659	512	38727
660	513	38719
661	514	38720
662	515	38718
663	515	38716
664	516	38711
665	517	38704
666	517	38699
667	518	38711
668	519	38708
669	520	38701
670	521	38705
671	521	38705
672	522	38716
673	523	38709
674	524	38726
675	525	38738
676	526	38732
677	527	38731
678	528	38779
679	529	38775
680	529	38768
681	530	38777
682	531	38773
683	532	38765
684	533	38767
685	533	38760
686	534	38750
687	535	38753
688	535	38749
689	536	38745
690	537	38761
691	538	38762
692	539	38763
693	540	38766
694	540	38759
695	541	38777
696	542	38776
697	543	38772
698	544	38777
699	544	38770
700	545	38765
701	546	38758
702	547	38754
703	547	38748
704	548	38747
705	549	38751
706	550	38745
707	550	38738
708	551	38733
709	552	38729
710	553	38728
711	553	38723
712	554	38723
713	555	38715
714	555	38707
715	556	38704
716	557	38701
717	558	38701
718	558	38695
719	559	38697
720	560	38692
721	561	38696
722	562	38693
723	562	38687
724	563	38680
725	564	38672
726	564	38672
727	565	38662
728	566	38658
729	566	38656
730	567	38649
731	568	38639
732	568	38629
733	569	38626
734	570	38618
735	571	38616
736	571	38615
737	572	38613
738	573	38614
739	574	38614
740	574	38609
741	575	38606
742	576	38601
743	577	38600
744	577	38601
745	578	38596
746	579	38595
747	580	38592
748	580	38585
749	581	38595
750	582	38590
751	583	38588
752	584	38584
753	584	38583
754	585	38578
755	586	38578
756	587	38574
757	588	38587
758	588	38591
759	589	38591
760	590	38588
761	591	38590
762	591	38585
763	592	38592
764	593	38588
765	594	38606
766	595	38604
767	596	38610
768	597	38639
769	598	38631
770	598	38625
771	599	38623
772	600	38618
773	601	38625
774	601	38622
775	602	38620
776	603	38613
777	604	38613
778	604	38614
779	605	38621
780	606	38619
781	607	38611
782	608	38626
783	609	38622
784	609	38618
785	610	38627
786	611	38626
787	612	38619
788	612	38621
789	613	38619
790	614	38619
791	615	38610
792	616	38648
793	617	38643
794	618	38640
795	619	38659
796	620	38679
797	621	38682
798	621	38679
799	622	38683
800	623	38679
801	624	38678
802	624	38674
803	625	38672
804	626	38674
805	627	38672
806	627	38670
807	629	38700
808	630	38697
809	631	38734
810	631	38721
811	632	38726
812	633	38726
813	634	38729
814	635	38734
815	636	38749
816	637	38745
817	637	38744
818	638	38746
819	639	38743
820	640	38739
821	640	38735
822	641	38732
823	642	38731
824	643	38726
825	643	38719
826	644	38718
827	645	38717
828	646	38715
829	646	38710
830	647	38716
831	648	38718
832	649	38717
833	649	38707
834	650	38704
835	651	38707
836	652	38705
837	653	38717
838	653	38706
839	654	38710
840	655	38707
841	656	38711
842	657	38713
843	658	38718
844	659	38729
845	659	38734
846	660	38732
847	661	38730
848	662	38729
849	662	38721
850	663	38724
851	664	38724
852	665	38724
853	666	38720
854	666	38716
855	667	38709
856	668	38709
857	669	38711
858	669	38705
859	670	38701
860	671	38701
861	672	38704
862	672	38703
863	673	38701
864	674	38710
865	675	38714
866	676	38711
867	676	38705
868	677	38720
869	679	38751
870	680	38750
871	680	38744
872	681	38739
873	682	38740
874	683	38741
875	683	38734
876	684	38727
877	685	38722
878	685	38722
879	686	38721
880	687	38716
881	688	38709
882	688	38705
883	689	38702
884	690	38704
885	691	38706
886	692	38711
887	692	38710
888	693	38709
889	694	38704
890	695	38710
891	696	38711
892	696	38709
893	697	38704
894	698	38713
895	699	38710
896	699	38706
897	700	38702
898	701	38730
899	702	38729
900	703	38725
901	704	38724
902	705	38722
903	705	38716
904	706	38727
905	707	38721
906	708	38723
907	708	38722
908	709	38722
909	710	38720
910	711	38727
911	712	38723
912	712	38720
913	713	38727
914	714	38727
915	715	38728
916	716	38724
917	716	38721
918	717	38713
919	718	38709
920	719	38714
921	719	38707
922	720	38706
923	721	38700
924	721	38691
925	722	38702
926	723	38695
927	724	38696
928	725	38698
929	725	38687
930	726	38688
931	727	38689
932	728	38689
933	728	38684
934	729	38694
935	730	38691
936	731	38687
937	732	38680
938	732	38674
939	733	38675
940	734	38667
941	734	38662
942	735	38657
943	736	38648
944	736	38644
945	737	38647
946	738	38645
947	739	38648
948	740	38644
949	740	38642
950	741	38644
951	742	38644
952	743	38649
953	744	38650
954	745	38653
955	745	38647
956	746	38647
957	747	38649
958	748	38643
959	748	38644
960	749	38643
961	750	38644
962	751	38647
963	752	38653
964	752	38651
965	753	38650
966	754	38662
967	755	38664
968	756	38666
969	757	38660
970	757	38659
971	758	38654
972	759	38655
973	760	38652
974	760	38653
975	761	38647
976	762	38659
977	763	38659
978	764	38659
979	764	38655
980	765	38652
981	766	38648
982	767	38655
983	768	38649
984	768	38647
985	769	38642
986	770	38644
987	771	38641
988	771	38631
989	772	38629
990	773	38623
991	773	38626
992	774	38625
993	775	38630
994	776	38624
995	776	38618
996	777	38614
997	778	38608
998	779	38603
999	779	38606
1000	780	38604
1001	781	38599
1002	782	38592
1003	782	38586
1004	783	38581
1005	784	38587
1006	785	38588
1007	785	38585
1008	786	38579
1009	787	38573
1010	788	38604
1011	789	38606
1012	790	38610
1013	791	38603
1014	792	38615
1015	792	38612
1016	793	38612
1017	794	38609
1018	795	38621
1019	796	38619
1020	796	38620
1021	797	38621
1022	798	38621
1023	799	38626
1024	800	38629
1025	801	38626
1026	801	38625
1027	802	38623
1028	803	38622
1029	804	38619
1030	804	38611
1031	805	38611
1032	806	38607
1033	806	38603
1034	807	38600
1035	808	38598
1036	809	38600
1037	810	38598
1038	810	38593
1039	811	38597
1040	812	38595
1041	813	38588
1042	813	38584
1043	814	38578
1044	815	38576
1045	815	38575
1046	816	38570
1047	817	38569
1048	818	38564
1049	818	38562
1050	819	38566
1051	820	38562
1052	821	38558
1053	822	38569
1054	822	38566
1055	823	38567
1056	824	38566
1057	825	38562
1058	825	38559
1059	826	38553
1060	827	38556
1061	828	38551
1062	829	38558
1063	829	38555
1064	830	38549
1065	831	38549
1066	832	38546
1067	832	38544
1068	833	38540
1069	834	38542
1070	835	38537
1071	835	38536
1072	836	38543
1073	837	38539
1074	838	38535
1075	838	38532
1076	839	38532
1077	840	38528
1078	841	38531
1079	841	38527
1080	842	38524
1081	843	38532
1082	844	38527
1083	845	38521
1084	845	38521
1085	846	38525
1086	847	38520
1087	848	38521
1088	849	38523
1089	849	38516
1090	850	38513
1091	851	38507
1092	851	38505
1093	852	38505
1094	853	38503
1095	854	38499
1096	854	38500
1097	855	38513
1098	856	38522
1099	857	38518
1100	858	38520
1101	859	38524
1102	860	38524
1103	861	38526
1104	861	38521
1105	862	38516
1106	863	38512
1107	863	38506
1108	864	38505
1109	865	38503
1110	866	38509
1111	866	38503
1112	867	38503
1113	868	38506
1114	869	38509
1115	870	38515
1116	871	38514
1117	871	38512
1118	872	38515
1119	873	38517
1120	874	38512
1121	875	38517
1122	875	38515
1123	876	38508
1124	877	38503
1125	878	38504
1126	878	38504
1127	879	38501
1128	880	38506
1129	881	38512
1130	882	38525
1131	883	38532
1132	884	38526
1133	884	38526
1134	885	38523
1135	886	38521
1136	887	38516
1137	887	38510
1138	888	38512
1139	889	38508
1140	890	38502
1141	890	38498
1142	891	38494
1143	892	38491
1144	892	38487
1145	893	38484
1146	894	38481
1147	895	38482
1148	896	38492
1149	896	38492
1150	897	38501
1151	898	38503
1152	899	38502
1153	900	38508
1154	901	38513
1155	902	38520
1156	903	38524
1157	904	38529
1158	905	38529
1159	905	38525
1160	906	38524
1161	907	38526
1162	908	38522
1163	908	38515
1164	909	38519
1165	910	38519
1166	911	38524
1167	912	38522
1168	912	38521
1169	913	38520
1170	914	38522
1171	915	38518
1172	915	38513
1173	916	38514
1174	917	38513
1175	918	38508
1176	918	38510
1177	919	38505
1178	920	38512
1179	921	38512
1180	922	38516
1181	923	38514
1182	923	38507
1183	924	38502
1184	925	38498
1185	925	38498
1186	926	38494
1187	927	38490
1188	928	38486
1189	928	38484
1190	929	38479
1191	930	38477
1192	930	38473
1193	931	38468
1194	932	38464
1195	932	38459
1196	933	38461
1197	934	38458
1198	935	38451
1199	935	38443
1200	936	38440
1201	937	38438
1202	937	38432
1203	938	38428
1204	939	38425
1205	939	38416
1206	940	38412
1207	941	38417
1208	942	38418
1209	942	38410
1210	943	38402
1211	944	38397
1212	944	38392
1213	945	38387
1214	946	38382
1215	946	38376
1216	947	38371
1217	948	38368
1218	948	38364
1219	949	38366
1220	950	38369
1221	951	38364
1222	952	38362
1223	952	38360
1224	953	38364
1225	954	38365
1226	955	38358
1227	955	38357
1228	956	38353
1229	957	38351
1230	958	38348
1231	958	38343
1232	959	38339
1233	960	38339
1234	961	38338
1235	961	38336
1236	962	38330
1237	963	38328
1238	963	38325
1239	964	38318
1240	965	38319
1241	966	38316
1242	966	38316
1243	967	38316
1244	968	38313
1245	969	38314
1246	969	38309
1247	970	38306
1248	971	38302
1249	972	38297
1250	972	38295
1251	973	38293
1252	974	38291
1253	975	38290
1254	975	38292
1255	976	38292
1256	977	38291
1257	978	38286
1258	979	38294
1259	979	38295
1260	980	38300
1261	981	38309
1262	983	38327
1263	985	38382
1264	987	38430
1265	989	38479
1266	990	38492
1267	991	38510
1268	993	38529
1269	994	38567
1270	996	38592
1271	997	38622
1272	999	38650
1273	1001	38686
1274	1003	38744
1275	1005	38773
1276	1007	38848
1277	1008	38850
1278	1009	38848
1279	1010	38850
1280	1011	38853
1281	1012	38859
1282	1014	38904
1283	1015	38918
1284	1016	38926
1285	1017	38944
1286	1019	38971
1287	1020	38977
1288	1021	38983
1289	1021	38981
1290	1022	38980
1291	1023	38976
1292	1024	38977
1293	1024	38972
1294	1025	38970
1295	1026	38967
1296	1027	38989
1297	1028	38984
1298	1029	38977
1299	1029	38972
1300	1030	38970
1301	1031	38969
1302	1032	38965
1303	1032	38960
1304	1033	38957
1305	1034	38964
1306	1035	38962
1307	1035	38957
1308	1036	38953
1309	1037	38949
1310	1038	38949
1311	1038	38949
1312	1039	38946
1313	1040	38941
1314	1041	38937
1315	1042	38944
1316	1042	38944
1317	1043	38947
1318	1044	38943
1319	1045	38941
1320	1045	38938
1321	1046	38938
1322	1047	38937
1323	1048	38934
1324	1049	38932
1325	1049	38937
1326	1050	38936
1327	1051	38933
1328	1052	38930
1329	1052	38925
1330	1053	38923
1331	1054	38934
1332	1055	38930
1333	1056	38934
1334	1057	38932
1335	1057	38929
1336	1058	38927
1337	1059	38923
1338	1060	38922
1339	1061	38953
1340	1062	38958
1341	1063	38954
1342	1064	38955
1343	1065	38951
1344	1065	38950
1345	1066	38945
1346	1067	38939
1347	1067	38939
1348	1068	38937
1349	1069	38930
1350	1070	38928
1351	1070	38931
1352	1071	38927
1353	1072	38921
1354	1073	38917
1355	1073	38921
1356	1074	38926
1357	1075	38924
1358	1076	38926
1359	1077	38920
1360	1077	38920
1361	1078	38917
1362	1079	38914
1363	1080	38915
1364	1080	38909
1365	1081	38904
1366	1082	38898
1367	1083	38897
1368	1083	38893
1369	1084	38894
1370	1085	38893
1371	1086	38896
1372	1086	38892
1373	1087	38894
1374	1088	38891
1375	1089	38885
1376	1089	38884
1377	1090	38880
1378	1091	38877
1379	1092	38873
1380	1092	38868
1381	1093	38861
1382	1094	38856
1383	1094	38853
1384	1095	38854
1385	1096	38849
1386	1097	38848
1387	1097	38846
1388	1098	38840
1389	1099	38836
1390	1099	38833
1391	1100	38830
1392	1101	38833
1393	1102	38836
1394	1103	38837
1395	1104	38834
1396	1104	38833
1397	1105	38831
1398	1106	38829
1399	1106	38822
1400	1107	38818
1401	1108	38820
1402	1109	38821
1403	1110	38817
1404	1110	38819
1405	1111	38814
1406	1112	38816
1407	1113	38821
1408	1114	38821
1409	1115	38826
1410	1115	38822
1411	1116	38821
1412	1117	38819
1413	1118	38818
1414	1118	38813
1415	1119	38812
1416	1120	38808
1417	1121	38804
1418	1121	38802
1419	1122	38796
1420	1123	38791
1421	1123	38785
1422	1124	38780
1423	1125	38775
1424	1125	38774
1425	1126	38775
1426	1127	38775
1427	1128	38770
1428	1128	38769
1429	1129	38766
1430	1130	38763
1431	1131	38758
1432	1131	38756
1433	1132	38755
1434	1133	38756
1435	1134	38753
1436	1134	38750
1437	1135	38747
1438	1136	38747
1439	1137	38743
1440	1137	38741
1441	1138	38744
1442	1139	38741
1443	1140	38738
1444	1141	38738
1445	1142	38741
1446	1142	38738
1447	1143	38747
1448	1144	38752
1449	1145	38749
1450	1146	38743
1451	1146	38739
1452	1147	38738
1453	1148	38737
1454	1149	38736
1455	1149	38734
1456	1150	38735
1457	1151	38735
1458	1152	38731
1459	1152	38727
1460	1153	38720
1461	1154	38714
1462	1154	38711
1463	1155	38708
1464	1156	38709
1465	1157	38706
1466	1158	38705
1467	1158	38702
1468	1159	38697
1469	1160	38697
1470	1160	38693
1471	1161	38692
1472	1162	38688
1473	1163	38685
1474	1163	38680
1475	1164	38677
1476	1165	38675
1477	1166	38673
1478	1166	38673
1479	1167	38669
1480	1168	38664
1481	1168	38658
1482	1169	38653
1483	1170	38644
1484	1170	38638
1485	1171	38636
1486	1172	38635
1487	1172	38633
1488	1173	38630
1489	1174	38627
1490	1175	38630
1491	1176	38645
1492	1177	38641
1493	1178	38641
1494	1179	38646
1495	1179	38646
1496	1180	38649
1497	1181	38649
1498	1182	38650
1499	1183	38646
1500	1183	38640
1501	1184	38639
1502	1185	38634
1503	1186	38636
1504	1186	38632
1505	1187	38627
1506	1187	38621
1507	1188	38616
1508	1189	38613
1509	1190	38608
1510	1190	38610
1511	1191	38607
1512	1192	38602
1513	1193	38604
1514	1193	38603
1515	1194	38604
1516	1195	38607
1517	1196	38606
1518	1197	38604
1519	1197	38600
1520	1198	38599
1521	1199	38599
1522	1200	38598
1523	1200	38595
1524	1201	38591
1525	1202	38597
1526	1203	38591
1527	1204	38588
1528	1204	38584
1529	1205	38584
1530	1206	38584
1531	1207	38585
1532	1207	38578
1533	1208	38577
1534	1209	38573
1535	1210	38571
1536	1211	38578
1537	1211	38578
1538	1212	38575
1539	1213	38571
1540	1213	38567
1541	1214	38561
1542	1215	38580
1543	1216	38577
1544	1217	38574
1545	1218	38574
1546	1219	38575
1547	1219	38573
1548	1220	38572
1549	1221	38568
1550	1221	38563
1551	1222	38559
1552	1223	38552
1553	1223	38546
1554	1224	38539
1555	1225	38539
1556	1226	38542
1557	1226	38542
1558	1227	38538
1559	1228	38535
1560	1229	38531
1561	1229	38526
1562	1230	38521
1563	1231	38516
1564	1231	38520
1565	1232	38522
1566	1233	38522
1567	1234	38521
1568	1235	38518
1569	1235	38518
1570	1236	38519
1571	1237	38515
1572	1238	38515
1573	1239	38515
1574	1239	38513
1575	1240	38513
1576	1241	38509
1577	1242	38507
1578	1242	38509
1579	1243	38505
1580	1244	38501
1581	1245	38502
1582	1246	38510
1583	1247	38509
1584	1247	38507
1585	1248	38504
1586	1249	38502
1587	1249	38497
1588	1250	38499
1589	1251	38497
1590	1252	38496
1591	1253	38498
1592	1253	38496
1593	1254	38493
1594	1255	38494
1595	1256	38494
1596	1257	38492
1597	1258	38498
1598	1259	38505
1599	1259	38501
1600	1260	38494
1601	1261	38490
1602	1261	38488
1603	1262	38483
1604	1263	38477
1605	1263	38473
1606	1264	38467
1607	1265	38463
1608	1265	38460
1609	1266	38457
1610	1267	38458
1611	1268	38458
1612	1269	38466
1613	1270	38468
1614	1271	38478
1615	1271	38474
1616	1272	38480
1617	1273	38481
1618	1274	38479
1619	1275	38480
1620	1276	38477
1621	1276	38473
1622	1277	38469
1623	1278	38466
1624	1278	38461
1625	1279	38467
1626	1280	38464
1627	1281	38463
1628	1282	38464
1629	1283	38473
1630	1283	38470
1631	1284	38467
1632	1285	38464
1633	1286	38462
1634	1286	38458
1635	1287	38454
1636	1288	38452
1637	1288	38451
1638	1289	38452
1639	1290	38450
1640	1291	38451
1641	1292	38446
1642	1292	38444
1643	1293	38443
1644	1294	38439
1645	1294	38435
1646	1295	38434
1647	1296	38434
1648	1297	38434
1649	1298	38437
1650	1299	38435
1651	1299	38432
1652	1300	38435
1653	1301	38435
1654	1302	38433
1655	1302	38431
1656	1303	38427
1657	1304	38426
1658	1305	38422
1659	1305	38421
1660	1306	38424
1661	1307	38421
1662	1308	38419
1663	1308	38415
1664	1309	38413
1665	1310	38407
1666	1310	38402
1667	1311	38405
1668	1312	38408
1669	1313	38408
1670	1314	38409
1671	1315	38406
1672	1316	38409
1673	1317	38424
1674	1318	38419
1675	1318	38415
1676	1319	38410
1677	1320	38409
1678	1320	38406
1679	1321	38407
1680	1322	38403
1681	1323	38404
1682	1323	38402
1683	1324	38398
1684	1325	38393
1685	1325	38389
1686	1326	38387
1687	1327	38384
1688	1328	38384
1689	1328	38382
1690	1329	38385
1691	1330	38383
1692	1331	38384
1693	1332	38380
1694	1332	38378
1695	1333	38375
1696	1334	38372
1697	1334	38367
1698	1335	38365
1699	1336	38364
1700	1337	38365
1701	1337	38360
1702	1338	38357
1703	1339	38355
1704	1340	38356
1705	1341	38355
1706	1341	38350
1707	1342	38347
1708	1343	38342
1709	1343	38340
1710	1344	38339
1711	1345	38337
1712	1345	38332
1713	1346	38332
1714	1347	38334
1715	1348	38334
1716	1349	38334
1717	1349	38331
1718	1350	38334
1719	1351	38333
1720	1352	38331
1721	1353	38334
1722	1354	38341
1723	1355	38341
1724	1356	38355
1725	1357	38350
1726	1357	38346
1727	1358	38341
1728	1359	38337
1729	1359	38335
1730	1360	38332
1731	1361	38337
1732	1362	38332
1733	1362	38329
1734	1363	38328
1735	1364	38323
1736	1365	38325
1737	1366	38326
1738	1366	38322
1739	1367	38323
1740	1368	38324
1741	1369	38326
1742	1370	38327
1743	1371	38329
1744	1371	38328
1745	1372	38326
1746	1373	38321
1747	1374	38322
1748	1375	38327
1749	1375	38327
1750	1376	38329
1751	1377	38328
1752	1378	38332
1753	1379	38331
1754	1380	38330
1755	1380	38330
1756	1381	38330
1757	1382	38328
1758	1383	38326
1759	1383	38324
1760	1384	38322
1761	1385	38321
1762	1386	38323
1763	1387	38321
1764	1387	38321
1765	1388	38323
1766	1389	38328
1767	1390	38324
1768	1391	38319
1769	1391	38319
1770	1392	38318
1771	1393	38323
1772	1394	38326
1773	1395	38328
1774	1396	38328
1775	1397	38327
1776	1397	38330
1777	1398	38330
1778	1399	38328
1779	1400	38328
1780	1401	38324
1781	1401	38324
1782	1402	38320
1783	1403	38317
1784	1404	38317
1785	1404	38314
1786	1405	38311
1787	1406	38306
1788	1406	38307
1789	1408	38315
1790	1408	38318
1791	1409	38323
1792	1410	38326
1793	1411	38328
1794	1412	38329
1795	1413	38325
1796	1414	38324
1797	1415	38333
1798	1416	38349
1799	1417	38350
1800	1418	38355
1801	1419	38351
1802	1420	38355
1803	1420	38356
1804	1421	38359
